game_id,date,team,home_away,model_win_prob,best_odds,actual_winner
20201129_Rhode Island_San Francisco,2020-11-29,Rhode Island,NEUTRAL,0.5407,-106,Rhode Island
20201129_Rhode Island_San Francisco,2020-11-29,San Francisco,NEUTRAL,0.4593,-112,NO
20201201_Hartford_Villanova,2020-12-01,Hartford,NEUTRAL,0.2165,-100000,NO
20201201_Hartford_Villanova,2020-12-01,Villanova,NEUTRAL,0.7835,3000,Villanova
20201201_Louisville_Western Kentucky,2020-12-01,Louisville,HOME,0.5665,-182,Louisville
20201201_Louisville_Western Kentucky,2020-12-01,Western Kentucky,AWAY,0.4335,165,NO
20201201_Nicholls St._Saint Mary's,2020-12-01,Nicholls St.,AWAY,0.2359,660,NO
20201201_Nicholls St._Saint Mary's,2020-12-01,Saint Mary's,HOME,0.7641,-1000,Saint Mary's
20201202_Alabama_Providence,2020-12-02,Alabama,NEUTRAL,0.5274,-118,Alabama
20201202_Alabama_Providence,2020-12-02,Providence,NEUTRAL,0.4726,100,NO
20201202_Davidson_UNLV,2020-12-02,Davidson,NEUTRAL,0.6208,280,Davidson
20201202_Davidson_UNLV,2020-12-02,UNLV,NEUTRAL,0.3792,-345,NO
20201202_Iowa St._South Dakota St.,2020-12-02,Iowa St.,HOME,0.4390,-159,NO
20201202_Iowa St._South Dakota St.,2020-12-02,South Dakota St.,AWAY,0.5610,138,South Dakota St.
20201202_Nevada_San Francisco,2020-12-02,Nevada,HOME,0.5276,-141,NO
20201202_Nevada_San Francisco,2020-12-02,San Francisco,AWAY,0.4724,125,San Francisco
20201202_North Carolina_Texas,2020-12-02,North Carolina,NEUTRAL,0.4756,-105,NO
20201202_North Carolina_Texas,2020-12-02,Texas,NEUTRAL,0.5244,-110,Texas
20201203_Chicago St._Eastern Illinois,2020-12-03,Chicago St.,AWAY,0.2165,3000,NO
20201203_Chicago St._Eastern Illinois,2020-12-03,Eastern Illinois,HOME,0.7835,-100000,Eastern Illinois
20201203_Liberty_Saint Francis,2020-12-03,Liberty,HOME,0.7269,-769,Liberty
20201203_Liberty_Saint Francis,2020-12-03,Saint Francis,AWAY,0.2731,530,NO
20201203_Saint Mary's_Texas Southern,2020-12-03,Saint Mary's,HOME,0.7745,-2000,Saint Mary's
20201203_Saint Mary's_Texas Southern,2020-12-03,Texas Southern,AWAY,0.2255,1100,NO
20201204_Bradley_South Dakota St.,2020-12-04,Bradley,HOME,0.5387,-110,NO
20201204_Bradley_South Dakota St.,2020-12-04,South Dakota St.,AWAY,0.4613,102,South Dakota St.
20201204_FIU_Jacksonville St.,2020-12-04,FIU,HOME,0.6050,-286,FIU
20201204_FIU_Jacksonville St.,2020-12-04,Jacksonville St.,AWAY,0.3950,234,NO
20201204_Marquette_Wisconsin,2020-12-04,Marquette,HOME,0.5029,310,Marquette
20201204_Marquette_Wisconsin,2020-12-04,Wisconsin,AWAY,0.4971,-179,NO
20201204_Oregon_Seton Hall,2020-12-04,Oregon,NEUTRAL,0.4372,-156,Oregon
20201204_Oregon_Seton Hall,2020-12-04,Seton Hall,NEUTRAL,0.5628,140,NO
20201204_Texas Tech_Troy,2020-12-04,Texas Tech,HOME,0.7807,-100000,Texas Tech
20201204_Texas Tech_Troy,2020-12-04,Troy,AWAY,0.2193,3000,NO
20201204_Tulsa_UT Arlington,2020-12-04,Tulsa,HOME,0.3817,-294,Tulsa
20201204_Tulsa_UT Arlington,2020-12-04,UT Arlington,AWAY,0.6183,270,NO
20201205_Arkansas_Lipscomb,2020-12-05,Arkansas,HOME,0.7807,-2000,Arkansas
20201205_Arkansas_Lipscomb,2020-12-05,Lipscomb,AWAY,0.2193,1300,NO
20201205_BYU_Utah St.,2020-12-05,BYU,AWAY,0.5177,105,BYU
20201205_BYU_Utah St.,2020-12-05,Utah St.,HOME,0.4823,-120,NO
20201205_Kansas St._UNLV,2020-12-05,Kansas St.,HOME,0.5373,-133,NO
20201205_Kansas St._UNLV,2020-12-05,UNLV,AWAY,0.4627,114,UNLV
20201205_Kansas_North Dakota St.,2020-12-05,Kansas,HOME,0.7807,-100000,Kansas
20201205_Kansas_North Dakota St.,2020-12-05,North Dakota St.,AWAY,0.2193,3000,NO
20201205_Mount St. Mary's_VCU,2020-12-05,Mount St. Mary's,AWAY,0.2165,1200,NO
20201205_Mount St. Mary's_VCU,2020-12-05,VCU,HOME,0.7835,-2000,VCU
20201205_Nebraska Omaha_SIU Edwardsville,2020-12-05,Nebraska Omaha,AWAY,0.4332,-169,Nebraska Omaha
20201205_Nebraska Omaha_SIU Edwardsville,2020-12-05,SIU Edwardsville,HOME,0.5668,155,NO
20201205_Oakland_Oklahoma St.,2020-12-05,Oakland,AWAY,0.2165,2500,NO
20201205_Oakland_Oklahoma St.,2020-12-05,Oklahoma St.,HOME,0.7835,-10000,Oklahoma St.
20201205_South Carolina St._UNC Asheville,2020-12-05,South Carolina St.,AWAY,0.2937,610,NO
20201205_South Carolina St._UNC Asheville,2020-12-05,UNC Asheville,HOME,0.7063,-625,UNC Asheville
20201206_Army_La Salle,2020-12-06,Army,HOME,0.5103,-110,Army
20201206_Army_La Salle,2020-12-06,La Salle,AWAY,0.4897,104,NO
20201206_Bowling Green_Buffalo,2020-12-06,Bowling Green,HOME,0.5207,-110,Bowling Green
20201206_Bowling Green_Buffalo,2020-12-06,Buffalo,AWAY,0.4793,-103,NO
20201206_California_UCLA,2020-12-06,California,AWAY,0.3283,540,NO
20201206_California_UCLA,2020-12-06,UCLA,HOME,0.6717,-588,UCLA
20201206_LSU_Louisiana Tech,2020-12-06,LSU,HOME,0.6933,-526,LSU
20201206_LSU_Louisiana Tech,2020-12-06,Louisiana Tech,AWAY,0.3067,450,NO
20201206_New Hampshire_Quinnipiac,2020-12-06,New Hampshire,AWAY,0.5190,-115,NO
20201206_New Hampshire_Quinnipiac,2020-12-06,Quinnipiac,HOME,0.4810,-102,Quinnipiac
20201206_Tennessee Tech_Western Carolina,2020-12-06,Tennessee Tech,AWAY,0.2324,700,NO
20201206_Tennessee Tech_Western Carolina,2020-12-06,Western Carolina,HOME,0.7676,-833,Western Carolina
20201206_Texas_Villanova,2020-12-06,Texas,HOME,0.5418,215,NO
20201206_Texas_Villanova,2020-12-06,Villanova,AWAY,0.4582,105,Villanova
20201206_Troy_UAB,2020-12-06,Troy,AWAY,0.2165,1400,NO
20201206_Troy_UAB,2020-12-06,UAB,HOME,0.7835,-1667,UAB
20201207_Eastern Kentucky_Morehead St.,2020-12-07,Eastern Kentucky,HOME,0.7504,-1111,Eastern Kentucky
20201207_Eastern Kentucky_Morehead St.,2020-12-07,Morehead St.,AWAY,0.2496,810,NO
20201207_Fairfield_Hartford,2020-12-07,Fairfield,AWAY,0.4281,156,NO
20201207_Fairfield_Hartford,2020-12-07,Hartford,HOME,0.5719,-154,Hartford
20201207_Hampton_Norfolk St.,2020-12-07,Hampton,AWAY,0.3048,325,NO
20201207_Hampton_Norfolk St.,2020-12-07,Norfolk St.,HOME,0.6952,-345,Norfolk St.
20201208_Ball St._Northern Illinois,2020-12-08,Ball St.,AWAY,0.6113,-333,Ball St.
20201208_Ball St._Northern Illinois,2020-12-08,Northern Illinois,HOME,0.3887,290,NO
20201208_Boston College_Minnesota,2020-12-08,Boston College,AWAY,0.3332,270,NO
20201208_Boston College_Minnesota,2020-12-08,Minnesota,HOME,0.6668,-323,Minnesota
20201208_Coppin St._Georgetown,2020-12-08,Coppin St.,AWAY,0.2165,1600,NO
20201208_Coppin St._Georgetown,2020-12-08,Georgetown,HOME,0.7835,-5000,Georgetown
20201208_Creighton_Kansas,2020-12-08,Creighton,AWAY,0.4963,172,NO
20201208_Creighton_Kansas,2020-12-08,Kansas,HOME,0.5037,-161,Kansas
20201208_Georgia_Montana,2020-12-08,Georgia,HOME,0.7212,-588,Georgia
20201208_Georgia_Montana,2020-12-08,Montana,AWAY,0.2788,450,NO
20201208_Green Bay_Marquette,2020-12-08,Green Bay,AWAY,0.2165,2800,NO
20201208_Green Bay_Marquette,2020-12-08,Marquette,HOME,0.7835,-5000,Marquette
20201208_Idaho St._Utah,2020-12-08,Idaho St.,AWAY,0.2165,3000,NO
20201208_Idaho St._Utah,2020-12-08,Utah,HOME,0.7835,-100000,Utah
20201208_Iowa_North Carolina,2020-12-08,Iowa,HOME,0.5668,-189,Iowa
20201208_Iowa_North Carolina,2020-12-08,North Carolina,AWAY,0.4332,172,NO
20201208_Mount St. Mary's_Saint Francis,2020-12-08,Mount St. Mary's,HOME,0.5294,-135,Mount St. Mary's
20201208_Mount St. Mary's_Saint Francis,2020-12-08,Saint Francis,AWAY,0.4706,123,NO
20201208_Notre Dame_Ohio St.,2020-12-08,Notre Dame,HOME,0.4231,200,NO
20201208_Notre Dame_Ohio St.,2020-12-08,Ohio St.,AWAY,0.5769,-213,Ohio St.
20201208_Penn St._Virginia Tech,2020-12-08,Penn St.,AWAY,0.3872,205,Penn St.
20201208_Penn St._Virginia Tech,2020-12-08,Virginia Tech,HOME,0.6128,-208,NO
20201209_Abilene Christian_Texas Tech,2020-12-09,Abilene Christian,AWAY,0.2241,1500,NO
20201209_Abilene Christian_Texas Tech,2020-12-09,Texas Tech,HOME,0.7759,-3333,Texas Tech
20201209_Arizona_Cal St. Bakersfield,2020-12-09,Arizona,HOME,0.7807,-2000,Arizona
20201209_Arizona_Cal St. Bakersfield,2020-12-09,Cal St. Bakersfield,AWAY,0.2193,1500,NO
20201209_Arkansas Pine Bluff_Arkansas St.,2020-12-09,Arkansas Pine Bluff,AWAY,0.2165,1000,Arkansas Pine Bluff
20201209_Arkansas Pine Bluff_Arkansas St.,2020-12-09,Arkansas St.,HOME,0.7835,-1429,NO
20201209_BYU_Boise St.,2020-12-09,BYU,HOME,0.4809,-179,NO
20201209_BYU_Boise St.,2020-12-09,Boise St.,AWAY,0.5191,185,Boise St.
20201209_California_Pepperdine,2020-12-09,California,AWAY,0.4058,190,NO
20201209_California_Pepperdine,2020-12-09,Pepperdine,HOME,0.5942,-189,Pepperdine
20201209_Clemson_Maryland,2020-12-09,Clemson,HOME,0.5450,-125,Clemson
20201209_Clemson_Maryland,2020-12-09,Maryland,AWAY,0.4550,112,NO
20201209_Georgia Tech_Nebraska,2020-12-09,Georgia Tech,AWAY,0.4440,115,Georgia Tech
20201209_Georgia Tech_Nebraska,2020-12-09,Nebraska,HOME,0.5560,-116,NO
20201209_Hofstra_Stony Brook,2020-12-09,Hofstra,HOME,0.6572,-500,Hofstra
20201209_Hofstra_Stony Brook,2020-12-09,Stony Brook,AWAY,0.3428,440,NO
20201209_Lamar_Louisiana Monroe,2020-12-09,Lamar,AWAY,0.4067,170,Lamar
20201209_Lamar_Louisiana Monroe,2020-12-09,Louisiana Monroe,HOME,0.5933,-200,NO
20201209_Louisiana Tech_Southeastern Louisiana,2020-12-09,Louisiana Tech,HOME,0.7807,-5000,Louisiana Tech
20201209_Louisiana Tech_Southeastern Louisiana,2020-12-09,Southeastern Louisiana,AWAY,0.2193,1600,NO
20201209_Michigan_Toledo,2020-12-09,Michigan,HOME,0.7441,-1429,Michigan
20201209_Michigan_Toledo,2020-12-09,Toledo,AWAY,0.2559,870,NO
20201209_North Carolina A&T_VCU,2020-12-09,North Carolina A&T,AWAY,0.2165,2400,NO
20201209_North Carolina A&T_VCU,2020-12-09,VCU,HOME,0.7835,-10000,VCU
20201209_Northwestern_Pittsburgh,2020-12-09,Northwestern,HOME,0.5401,-161,NO
20201209_Northwestern_Pittsburgh,2020-12-09,Pittsburgh,AWAY,0.4599,155,Pittsburgh
20201209_Providence_TCU,2020-12-09,Providence,AWAY,0.4406,145,Providence
20201209_Providence_TCU,2020-12-09,TCU,HOME,0.5594,-161,NO
20201209_Rhode Island_Wisconsin,2020-12-09,Rhode Island,AWAY,0.3726,420,NO
20201209_Rhode Island_Wisconsin,2020-12-09,Wisconsin,HOME,0.6274,-526,Wisconsin
20201209_Seattle_Washington,2020-12-09,Seattle,AWAY,0.6970,810,NO
20201209_Seattle_Washington,2020-12-09,Washington,HOME,0.3030,-1111,Washington
20201209_SIU Edwardsville_Valparaiso,2020-12-09,SIU Edwardsville,AWAY,0.3028,640,NO
20201209_SIU Edwardsville_Valparaiso,2020-12-09,Valparaiso,HOME,0.6972,-833,Valparaiso
20201209_Texas_Texas St.,2020-12-09,Texas,HOME,0.7807,-2500,Texas
20201209_Texas_Texas St.,2020-12-09,Texas St.,AWAY,0.2193,1600,NO
20201210_Arizona St._San Diego St.,2020-12-10,Arizona St.,HOME,0.4243,-200,NO
20201210_Arizona St._San Diego St.,2020-12-10,San Diego St.,AWAY,0.5757,170,San Diego St.
20201210_East Carolina_North Florida,2020-12-10,East Carolina,HOME,0.7641,-1429,East Carolina
20201210_East Carolina_North Florida,2020-12-10,North Florida,AWAY,0.2359,1040,NO
20201210_North Dakota St._South Dakota St.,2020-12-10,North Dakota St.,NEUTRAL,0.2958,-385,NO
20201210_North Dakota St._South Dakota St.,2020-12-10,South Dakota St.,NEUTRAL,0.7042,333,South Dakota St.
20201210_North Dakota_South Dakota,2020-12-10,North Dakota,NEUTRAL,0.5397,-164,North Dakota
20201210_North Dakota_South Dakota,2020-12-10,South Dakota,NEUTRAL,0.4603,155,NO
20201210_Northern Arizona_UC Riverside,2020-12-10,Northern Arizona,HOME,0.3651,245,NO
20201210_Northern Arizona_UC Riverside,2020-12-10,UC Riverside,AWAY,0.6349,-278,UC Riverside
20201210_Texas A&M Corpus Chris_UT Rio Grande Valley,2020-12-10,Texas A&M Corpus Chris,HOME,0.4391,155,NO
20201210_Texas A&M Corpus Chris_UT Rio Grande Valley,2020-12-10,UT Rio Grande Valley,AWAY,0.5609,-189,UT Rio Grande Valley
20201211_Charleston_South Carolina St.,2020-12-11,Charleston,HOME,0.7806,-5000,Charleston
20201211_Charleston_South Carolina St.,2020-12-11,South Carolina St.,AWAY,0.2194,2000,NO
20201211_Creighton_Nebraska,2020-12-11,Creighton,HOME,0.7509,-1111,Creighton
20201211_Creighton_Nebraska,2020-12-11,Nebraska,AWAY,0.2491,980,NO
20201211_Davidson_Georgia Southern,2020-12-11,Davidson,HOME,0.7640,-1429,Davidson
20201211_Davidson_Georgia Southern,2020-12-11,Georgia Southern,AWAY,0.2360,1040,NO
20201211_Fairfield_Iona,2020-12-11,Fairfield,HOME,0.4449,152,NO
20201211_Fairfield_Iona,2020-12-11,Iona,AWAY,0.5551,-159,Iona
20201211_Georgetown_Villanova,2020-12-11,Georgetown,HOME,0.2958,610,NO
20201211_Georgetown_Villanova,2020-12-11,Villanova,AWAY,0.7042,-769,Villanova
20201211_Kansas_Nebraska Omaha,2020-12-11,Kansas,HOME,0.7807,-5000,Kansas
20201211_Kansas_Nebraska Omaha,2020-12-11,Nebraska Omaha,AWAY,0.2193,3000,NO
20201211_Marquette_UCLA,2020-12-11,Marquette,AWAY,0.3971,166,NO
20201211_Marquette_UCLA,2020-12-11,UCLA,HOME,0.6029,-189,UCLA
20201211_North Dakota St._South Dakota,2020-12-11,North Dakota St.,NEUTRAL,0.5649,-175,North Dakota St.
20201211_North Dakota St._South Dakota,2020-12-11,South Dakota,NEUTRAL,0.4351,156,NO
20201211_North Dakota_South Dakota St.,2020-12-11,North Dakota,NEUTRAL,0.2948,490,NO
20201211_North Dakota_South Dakota St.,2020-12-11,South Dakota St.,NEUTRAL,0.7052,-625,South Dakota St.
20201211_North Texas_West Virginia,2020-12-11,North Texas,AWAY,0.2165,1100,NO
20201211_North Texas_West Virginia,2020-12-11,West Virginia,HOME,0.7835,-1250,West Virginia
20201211_Seton Hall_St. John's,2020-12-11,Seton Hall,HOME,0.5803,-238,Seton Hall
20201211_Seton Hall_St. John's,2020-12-11,St. John's,AWAY,0.4197,200,NO
20201212_Alabama_Clemson,2020-12-12,Alabama,NEUTRAL,0.4443,110,NO
20201212_Alabama_Clemson,2020-12-12,Clemson,NEUTRAL,0.5557,-116,Clemson
20201212_Arkansas Pine Bluff_Tulane,2020-12-12,Arkansas Pine Bluff,AWAY,0.2165,1500,NO
20201212_Arkansas Pine Bluff_Tulane,2020-12-12,Tulane,HOME,0.7835,-2500,Tulane
20201212_Arkansas_Central Arkansas,2020-12-12,Arkansas,HOME,0.7807,-100000,Arkansas
20201212_Arkansas_Central Arkansas,2020-12-12,Central Arkansas,AWAY,0.2193,3000,NO
20201212_Auburn_Memphis,2020-12-12,Auburn,NEUTRAL,0.3785,-294,Auburn
20201212_Auburn_Memphis,2020-12-12,Memphis,NEUTRAL,0.6215,260,NO
20201212_Ball St._Illinois St.,2020-12-12,Ball St.,HOME,0.4620,-278,Ball St.
20201212_Ball St._Illinois St.,2020-12-12,Illinois St.,AWAY,0.5380,250,NO
20201212_Belmont_Lipscomb,2020-12-12,Belmont,AWAY,0.5725,-238,Belmont
20201212_Belmont_Lipscomb,2020-12-12,Lipscomb,HOME,0.4275,210,NO
20201212_Boston College_Syracuse,2020-12-12,Boston College,HOME,0.4405,140,NO
20201212_Boston College_Syracuse,2020-12-12,Syracuse,AWAY,0.5595,-143,Syracuse
20201212_Bryant_Stony Brook,2020-12-12,Bryant,HOME,0.5785,-233,Bryant
20201212_Bryant_Stony Brook,2020-12-12,Stony Brook,AWAY,0.4215,195,NO
20201212_BYU_Utah,2020-12-12,BYU,HOME,0.5005,-125,BYU
20201212_BYU_Utah,2020-12-12,Utah,AWAY,0.4995,115,NO
20201212_Central Michigan_Valparaiso,2020-12-12,Central Michigan,HOME,0.4390,145,Central Michigan
20201212_Central Michigan_Valparaiso,2020-12-12,Valparaiso,AWAY,0.5610,-149,NO
20201212_Dayton_Mississippi St.,2020-12-12,Dayton,NEUTRAL,0.4572,155,Dayton
20201212_Dayton_Mississippi St.,2020-12-12,Mississippi St.,NEUTRAL,0.5428,-161,NO
20201212_Drexel_La Salle,2020-12-12,Drexel,HOME,0.5413,-145,NO
20201212_Drexel_La Salle,2020-12-12,La Salle,AWAY,0.4587,130,La Salle
20201212_East Tennessee St._UAB,2020-12-12,East Tennessee St.,HOME,0.4505,150,NO
20201212_East Tennessee St._UAB,2020-12-12,UAB,AWAY,0.5495,-159,UAB
20201212_Eastern Illinois_Western Illinois,2020-12-12,Eastern Illinois,HOME,0.7503,-1250,Eastern Illinois
20201212_Eastern Illinois_Western Illinois,2020-12-12,Western Illinois,AWAY,0.2497,870,NO
20201212_FIU_North Florida,2020-12-12,FIU,AWAY,0.6022,-345,NO
20201212_FIU_North Florida,2020-12-12,North Florida,HOME,0.3978,270,North Florida
20201212_Florida A&M_Oklahoma,2020-12-12,Florida A&M,AWAY,0.2165,3000,NO
20201212_Florida A&M_Oklahoma,2020-12-12,Oklahoma,HOME,0.7835,-100000,Oklahoma
20201212_Florida_Florida St.,2020-12-12,Florida,AWAY,0.4839,126,NO
20201212_Florida_Florida St.,2020-12-12,Florida St.,HOME,0.5161,-141,Florida St.
20201212_Illinois_Missouri,2020-12-12,Illinois,AWAY,0.4432,-143,NO
20201212_Illinois_Missouri,2020-12-12,Missouri,HOME,0.5568,135,Missouri
20201212_Kentucky_Notre Dame,2020-12-12,Kentucky,HOME,0.6294,-303,NO
20201212_Kentucky_Notre Dame,2020-12-12,Notre Dame,AWAY,0.3706,265,Notre Dame
20201212_Mississippi_UNC Wilmington,2020-12-12,Mississippi,HOME,0.7807,-3333,Mississippi
20201212_Mississippi_UNC Wilmington,2020-12-12,UNC Wilmington,AWAY,0.2193,1600,NO
20201212_North Carolina A&T_Western Carolina,2020-12-12,North Carolina A&T,HOME,0.3693,240,NO
20201212_North Carolina A&T_Western Carolina,2020-12-12,Western Carolina,AWAY,0.6307,-286,Western Carolina
20201212_North Dakota_North Dakota St.,2020-12-12,North Dakota,NEUTRAL,0.4350,-244,NO
20201212_North Dakota_North Dakota St.,2020-12-12,North Dakota St.,NEUTRAL,0.5650,210,North Dakota St.
20201212_Old Dominion_VCU,2020-12-12,Old Dominion,AWAY,0.3289,260,NO
20201212_Old Dominion_VCU,2020-12-12,VCU,HOME,0.6711,-323,VCU
20201212_Oregon_Washington,2020-12-12,Oregon,AWAY,0.6256,-333,Oregon
20201212_Oregon_Washington,2020-12-12,Washington,HOME,0.3744,310,NO
20201212_South Dakota_South Dakota St.,2020-12-12,South Dakota,NEUTRAL,0.2165,-1429,South Dakota
20201212_South Dakota_South Dakota St.,2020-12-12,South Dakota St.,NEUTRAL,0.7835,870,NO
20201212_TCU_Texas A&M,2020-12-12,TCU,NEUTRAL,0.5014,-115,TCU
20201212_TCU_Texas A&M,2020-12-12,Texas A&M,NEUTRAL,0.4986,105,NO
20201212_Toledo_UMKC,2020-12-12,Toledo,HOME,0.7255,-833,Toledo
20201212_Toledo_UMKC,2020-12-12,UMKC,AWAY,0.2745,640,NO
20201212_Utah Valley_Wyoming,2020-12-12,Utah Valley,HOME,0.3653,270,NO
20201212_Utah Valley_Wyoming,2020-12-12,Wyoming,AWAY,0.6347,-312,Wyoming
20201213_Air Force_Drake,2020-12-13,Air Force,AWAY,0.2324,660,NO
20201213_Air Force_Drake,2020-12-13,Drake,HOME,0.7676,-833,Drake
20201213_Arizona St._Grand Canyon,2020-12-13,Arizona St.,AWAY,0.4976,-345,Arizona St.
20201213_Arizona St._Grand Canyon,2020-12-13,Grand Canyon,HOME,0.5024,320,NO
20201213_California_San Francisco,2020-12-13,California,HOME,0.4450,180,California
20201213_California_San Francisco,2020-12-13,San Francisco,AWAY,0.5550,-200,NO
20201213_Coppin St._UMBC,2020-12-13,Coppin St.,HOME,0.3627,280,NO
20201213_Coppin St._UMBC,2020-12-13,UMBC,AWAY,0.6373,-312,UMBC
20201213_Georgetown_St. John's,2020-12-13,Georgetown,HOME,0.5201,-114,Georgetown
20201213_Georgetown_St. John's,2020-12-13,St. John's,AWAY,0.4799,100,NO
20201213_Hampton_VMI,2020-12-13,Hampton,AWAY,0.3223,285,NO
20201213_Hampton_VMI,2020-12-13,VMI,HOME,0.6777,-345,VMI
20201213_Indiana_North Alabama,2020-12-13,Indiana,HOME,0.7807,-100000,Indiana
20201213_Indiana_North Alabama,2020-12-13,North Alabama,AWAY,0.2193,3000,NO
20201213_Iowa_Northern Illinois,2020-12-13,Iowa,HOME,0.7807,-5000,Iowa
20201213_Iowa_Northern Illinois,2020-12-13,Northern Illinois,AWAY,0.2193,3000,NO
20201213_Jacksonville St._Tennessee Tech,2020-12-13,Jacksonville St.,AWAY,0.5319,-159,Jacksonville St.
20201213_Jacksonville St._Tennessee Tech,2020-12-13,Tennessee Tech,HOME,0.4681,140,NO
20201213_Jacksonville_South Carolina St.,2020-12-13,Jacksonville,AWAY,0.7204,-714,Jacksonville
20201213_Jacksonville_South Carolina St.,2020-12-13,South Carolina St.,HOME,0.2796,530,NO
20201213_Marshall_Ohio,2020-12-13,Marshall,HOME,0.4572,-154,Marshall
20201213_Marshall_Ohio,2020-12-13,Ohio,AWAY,0.5428,136,NO
20201213_Michigan St._Oakland,2020-12-13,Michigan St.,HOME,0.7807,-100000,Michigan St.
20201213_Michigan St._Oakland,2020-12-13,Oakland,AWAY,0.2193,3000,NO
20201213_Michigan_Penn St.,2020-12-13,Michigan,HOME,0.4944,-263,Michigan
20201213_Michigan_Penn St.,2020-12-13,Penn St.,AWAY,0.5056,225,NO
20201213_Milwaukee_Western Michigan,2020-12-13,Milwaukee,AWAY,0.5455,172,Milwaukee
20201213_Milwaukee_Western Michigan,2020-12-13,Western Michigan,HOME,0.4545,-185,NO
20201213_Norfolk St._UNC Greensboro,2020-12-13,Norfolk St.,AWAY,0.6989,610,NO
20201213_Norfolk St._UNC Greensboro,2020-12-13,UNC Greensboro,HOME,0.3011,-833,UNC Greensboro
20201213_Portland St._Washington St.,2020-12-13,Portland St.,AWAY,0.3008,520,NO
20201213_Portland St._Washington St.,2020-12-13,Washington St.,HOME,0.6992,-588,Washington St.
20201213_Rhode Island_Western Kentucky,2020-12-13,Rhode Island,AWAY,0.5122,140,NO
20201213_Rhode Island_Western Kentucky,2020-12-13,Western Kentucky,HOME,0.4878,-149,Western Kentucky
20201213_Richmond_West Virginia,2020-12-13,Richmond,AWAY,0.3945,290,NO
20201213_Richmond_West Virginia,2020-12-13,West Virginia,HOME,0.6055,-323,West Virginia
20201214_Creighton_Marquette,2020-12-14,Creighton,HOME,0.6292,-294,NO
20201214_Creighton_Marquette,2020-12-14,Marquette,AWAY,0.3708,260,Marquette
20201214_Eastern Kentucky_Morehead St.,2020-12-14,Eastern Kentucky,AWAY,0.5926,-263,NO
20201214_Eastern Kentucky_Morehead St.,2020-12-14,Morehead St.,HOME,0.4074,235,Morehead St.
20201214_Longwood_Radford,2020-12-14,Longwood,AWAY,0.5448,176,NO
20201214_Longwood_Radford,2020-12-14,Radford,HOME,0.4552,-175,Radford
20201214_LSU_Sam Houston St.,2020-12-14,LSU,HOME,0.7807,-100000,LSU
20201214_LSU_Sam Houston St.,2020-12-14,Sam Houston St.,AWAY,0.2193,3000,NO
20201214_Maryland_Rutgers,2020-12-14,Maryland,HOME,0.5201,-145,NO
20201214_Maryland_Rutgers,2020-12-14,Rutgers,AWAY,0.4799,125,Rutgers
20201214_Nevada_San Diego,2020-12-14,Nevada,AWAY,0.5247,-167,Nevada
20201214_Nevada_San Diego,2020-12-14,San Diego,HOME,0.4753,155,NO
20201215_Alabama_Furman,2020-12-15,Alabama,HOME,0.5512,-227,Alabama
20201215_Alabama_Furman,2020-12-15,Furman,AWAY,0.4488,205,NO
20201215_Arkansas Pine Bluff_North Texas,2020-12-15,Arkansas Pine Bluff,AWAY,0.2165,3000,NO
20201215_Arkansas Pine Bluff_North Texas,2020-12-15,North Texas,HOME,0.7835,-10000,North Texas
20201215_Auburn_Texas Southern,2020-12-15,Auburn,HOME,0.7441,-1667,Auburn
20201215_Auburn_Texas Southern,2020-12-15,Texas Southern,AWAY,0.2559,980,NO
20201215_Austin Peay_Florida A&M,2020-12-15,Austin Peay,HOME,0.5551,-1429,NO
20201215_Austin Peay_Florida A&M,2020-12-15,Florida A&M,AWAY,0.4449,810,Florida A&M
20201215_Buffalo_Miami OH,2020-12-15,Buffalo,AWAY,0.4558,-159,Buffalo
20201215_Buffalo_Miami OH,2020-12-15,Miami OH,HOME,0.5442,134,NO
20201215_Cal St. Northridge_Stanford,2020-12-15,Cal St. Northridge,HOME,0.2165,1300,NO
20201215_Cal St. Northridge_Stanford,2020-12-15,Stanford,AWAY,0.7835,-2000,Stanford
20201215_Charlotte_Davidson,2020-12-15,Charlotte,AWAY,0.2937,610,Charlotte
20201215_Charlotte_Davidson,2020-12-15,Davidson,HOME,0.7063,-833,NO
20201215_Chicago St._Illinois St.,2020-12-15,Chicago St.,AWAY,0.2165,2500,NO
20201215_Chicago St._Illinois St.,2020-12-15,Illinois St.,HOME,0.7835,-10000,Illinois St.
20201215_Clemson_Virginia Tech,2020-12-15,Clemson,AWAY,0.5193,100,NO
20201215_Clemson_Virginia Tech,2020-12-15,Virginia Tech,HOME,0.4807,-115,Virginia Tech
20201215_East Tennessee St._Gardner Webb,2020-12-15,East Tennessee St.,HOME,0.5128,-1250,East Tennessee St.
20201215_East Tennessee St._Gardner Webb,2020-12-15,Gardner Webb,AWAY,0.4872,750,NO
20201215_Eastern Washington_Saint Mary's,2020-12-15,Eastern Washington,AWAY,0.3101,350,NO
20201215_Eastern Washington_Saint Mary's,2020-12-15,Saint Mary's,HOME,0.6899,-455,Saint Mary's
20201215_Evansville_Southeast Missouri St.,2020-12-15,Evansville,HOME,0.4519,-145,Evansville
20201215_Evansville_Southeast Missouri St.,2020-12-15,Southeast Missouri St.,AWAY,0.5481,128,NO
20201215_Florida Atlantic_Stetson,2020-12-15,Florida Atlantic,AWAY,0.5364,-159,NO
20201215_Florida Atlantic_Stetson,2020-12-15,Stetson,HOME,0.4636,150,Stetson
