game_id,date,team,home_away,model_win_prob,best_odds,actual_winner
20210203_Oklahoma St._TCU,2021-02-03,TCU,HOME,0.4442,188,TCU
20210203_Pittsburgh_Virginia Tech,2021-02-03,Pittsburgh,HOME,0.4586,138,Pittsburgh
20210203_Pittsburgh_Virginia Tech,2021-02-03,Virginia Tech,AWAY,0.5414,-154,NO
20210203_Rhode Island_VCU,2021-02-03,Rhode Island,HOME,0.4414,104,NO
20210203_Rhode Island_VCU,2021-02-03,VCU,AWAY,0.5586,-120,VCU
20210203_SMU_Tulsa,2021-02-03,SMU,AWAY,0.5352,-135,SMU
20210203_SMU_Tulsa,2021-02-03,Tulsa,HOME,0.4648,134,NO
20210203_St. John's_Villanova,2021-02-03,St. John's,HOME,0.2912,390,St. John's
20210203_St. John's_Villanova,2021-02-03,Villanova,AWAY,0.7088,-455,NO
20210203_Stephen F. Austin_Texas A&M Corpus Chris,2021-02-03,Stephen F. Austin,AWAY,0.7210,-1000,Stephen F. Austin
20210203_Stephen F. Austin_Texas A&M Corpus Chris,2021-02-03,Texas A&M Corpus Chris,HOME,0.2790,650,NO
20210203_The Citadel_UNC Greensboro,2021-02-03,The Citadel,HOME,0.2940,500,NO
20210203_The Citadel_UNC Greensboro,2021-02-03,UNC Greensboro,AWAY,0.7060,-588,UNC Greensboro
20210203_Tulane_Wichita St.,2021-02-03,Tulane,AWAY,0.2922,550,NO
20210203_Tulane_Wichita St.,2021-02-03,Wichita St.,HOME,0.7078,-714,Wichita St.
20210203_VMI_Wofford,2021-02-03,VMI,AWAY,0.3063,305,VMI
20210203_VMI_Wofford,2021-02-03,Wofford,HOME,0.6937,-345,NO
20210204_Arizona_Utah,2021-02-04,Arizona,AWAY,0.4970,-120,NO
20210204_Arizona_Utah,2021-02-04,Utah,HOME,0.5030,106,Utah
20210204_Austin Peay_Eastern Kentucky,2021-02-04,Austin Peay,AWAY,0.4246,140,Austin Peay
20210204_Austin Peay_Eastern Kentucky,2021-02-04,Eastern Kentucky,HOME,0.5754,-141,NO
20210204_Belmont_Eastern Illinois,2021-02-04,Belmont,AWAY,0.7404,-1111,Belmont
20210204_Belmont_Eastern Illinois,2021-02-04,Eastern Illinois,HOME,0.2596,900,NO
20210204_BYU_Portland,2021-02-04,BYU,AWAY,0.7740,-2500,BYU
20210204_BYU_Portland,2021-02-04,Portland,HOME,0.2260,1650,NO
20210204_California_Stanford,2021-02-04,California,HOME,0.4009,220,NO
20210204_California_Stanford,2021-02-04,Stanford,AWAY,0.5991,-250,Stanford
20210204_Cincinnati_Temple,2021-02-04,Cincinnati,AWAY,0.4326,-125,Cincinnati
20210204_Cincinnati_Temple,2021-02-04,Temple,HOME,0.5674,125,NO
20210204_Colorado St._Wyoming,2021-02-04,Colorado St.,AWAY,0.6891,-385,Colorado St.
20210204_Colorado St._Wyoming,2021-02-04,Wyoming,HOME,0.3109,315,NO
20210204_Eastern Washington_Idaho,2021-02-04,Eastern Washington,AWAY,0.7670,-1429,Eastern Washington
20210204_Eastern Washington_Idaho,2021-02-04,Idaho,HOME,0.2330,1040,NO
20210204_Fresno St._Utah St.,2021-02-04,Fresno St.,HOME,0.2940,610,NO
20210204_Fresno St._Utah St.,2021-02-04,Utah St.,AWAY,0.7060,-833,Utah St.
20210204_Gardner Webb_Presbyterian,2021-02-04,Gardner Webb,HOME,0.7298,-588,Gardner Webb
20210204_Gardner Webb_Presbyterian,2021-02-04,Presbyterian,AWAY,0.2702,560,NO
20210204_Gonzaga_Pacific,2021-02-04,Gonzaga,AWAY,0.7740,-3333,Gonzaga
20210204_Gonzaga_Pacific,2021-02-04,Pacific,HOME,0.2260,3000,NO
20210204_Iowa_Ohio St.,2021-02-04,Iowa,HOME,0.5737,-213,NO
20210204_Iowa_Ohio St.,2021-02-04,Ohio St.,AWAY,0.4263,195,Ohio St.
20210204_Jacksonville St._Tennessee Martin,2021-02-04,Jacksonville St.,AWAY,0.6938,-556,Jacksonville St.
20210204_Jacksonville St._Tennessee Martin,2021-02-04,Tennessee Martin,HOME,0.3062,440,NO
20210204_Minnesota_Rutgers,2021-02-04,Minnesota,AWAY,0.3705,215,NO
20210204_Minnesota_Rutgers,2021-02-04,Rutgers,HOME,0.6295,-238,Rutgers
20210204_Montana St._Weber St.,2021-02-04,Montana St.,AWAY,0.3627,275,NO
20210204_Montana St._Weber St.,2021-02-04,Weber St.,HOME,0.6373,-294,Weber St.
20210204_Montana_Portland St.,2021-02-04,Montana,AWAY,0.5137,-110,Montana
20210204_Montana_Portland St.,2021-02-04,Portland St.,HOME,0.4863,112,NO
20210204_Morehead St._Murray St.,2021-02-04,Morehead St.,HOME,0.5374,120,Morehead St.
20210204_Morehead St._Murray St.,2021-02-04,Murray St.,AWAY,0.4626,-135,NO
20210204_Oregon St._Washington,2021-02-04,Oregon St.,HOME,0.6190,-250,Oregon St.
20210204_Oregon St._Washington,2021-02-04,Washington,AWAY,0.3810,215,NO
20210204_Oregon_Washington St.,2021-02-04,Oregon,HOME,0.7172,-714,NO
20210204_Oregon_Washington St.,2021-02-04,Washington St.,AWAY,0.2828,660,Washington St.
20210204_SIU Edwardsville_Tennessee St.,2021-02-04,SIU Edwardsville,HOME,0.5466,-115,SIU Edwardsville
20210204_SIU Edwardsville_Tennessee St.,2021-02-04,Tennessee St.,AWAY,0.4534,110,NO
20210204_Southeast Missouri St._Tennessee Tech,2021-02-04,Southeast Missouri St.,HOME,0.5661,-185,Southeast Missouri St.
20210204_Southeast Missouri St._Tennessee Tech,2021-02-04,Tennessee Tech,AWAY,0.4339,180,NO
20210204_St. Francis NY_Wagner,2021-02-04,St. Francis NY,HOME,0.4940,-130,NO
20210204_St. Francis NY_Wagner,2021-02-04,Wagner,AWAY,0.5060,135,Wagner
20210205_Akron_Kent St.,2021-02-05,Akron,AWAY,0.4613,112,Akron
20210205_Akron_Kent St.,2021-02-05,Kent St.,HOME,0.5387,-125,NO
20210205_Boise St._Nevada,2021-02-05,Boise St.,AWAY,0.5390,-182,NO
20210205_Boise St._Nevada,2021-02-05,Nevada,HOME,0.4610,180,Nevada
20210205_Cal Baptist_New Mexico St.,2021-02-05,Cal Baptist,AWAY,0.5340,500,Cal Baptist
20210205_Cal Baptist_New Mexico St.,2021-02-05,New Mexico St.,HOME,0.4660,-556,NO
20210205_Cal Poly_Hawaii,2021-02-05,Cal Poly,AWAY,0.2165,810,NO
20210205_Cal Poly_Hawaii,2021-02-05,Hawaii,HOME,0.7835,-909,Hawaii
20210205_Cal St. Bakersfield_UC Irvine,2021-02-05,Cal St. Bakersfield,AWAY,0.3372,225,NO
20210205_Cal St. Bakersfield_UC Irvine,2021-02-05,UC Irvine,HOME,0.6628,-278,UC Irvine
20210205_Cal St. Northridge_UC Davis,2021-02-05,Cal St. Northridge,HOME,0.5294,125,Cal St. Northridge
20210205_Cal St. Northridge_UC Davis,2021-02-05,UC Davis,AWAY,0.4706,-116,NO
20210205_Charlotte_Middle Tennessee,2021-02-05,Charlotte,AWAY,0.5443,-179,NO
20210205_Charlotte_Middle Tennessee,2021-02-05,Middle Tennessee,HOME,0.4557,164,Middle Tennessee
20210205_Cleveland St._Oakland,2021-02-05,Cleveland St.,AWAY,0.5141,105,Cleveland St.
20210205_Cleveland St._Oakland,2021-02-05,Oakland,HOME,0.4859,-116,NO
20210205_Coastal Carolina_South Alabama,2021-02-05,Coastal Carolina,AWAY,0.5132,-102,NO
20210205_Coastal Carolina_South Alabama,2021-02-05,South Alabama,HOME,0.4868,102,South Alabama
20210205_Dayton_George Mason,2021-02-05,Dayton,HOME,0.6261,-263,Dayton
20210205_Dayton_George Mason,2021-02-05,George Mason,AWAY,0.3739,240,NO
20210205_Denver_North Dakota,2021-02-05,Denver,HOME,0.4867,125,NO
20210205_Denver_North Dakota,2021-02-05,North Dakota,AWAY,0.5133,-137,North Dakota
20210205_FIU_UTSA,2021-02-05,FIU,HOME,0.5006,-143,NO
20210205_FIU_UTSA,2021-02-05,UTSA,AWAY,0.4994,120,UTSA
20210205_Florida Gulf Coast_North Alabama,2021-02-05,Florida Gulf Coast,HOME,0.4969,-133,Florida Gulf Coast
20210205_Florida Gulf Coast_North Alabama,2021-02-05,North Alabama,AWAY,0.5031,115,NO
20210205_Gardner Webb_Presbyterian,2021-02-05,Gardner Webb,HOME,0.6963,-455,Gardner Webb
20210205_Gardner Webb_Presbyterian,2021-02-05,Presbyterian,AWAY,0.3037,370,NO
20210205_Georgia Southern_Troy,2021-02-05,Georgia Southern,AWAY,0.4646,105,NO
20210205_Georgia Southern_Troy,2021-02-05,Troy,HOME,0.5354,-108,Troy
20210205_Green Bay_IU Indy,2021-02-05,Green Bay,HOME,0.5787,-238,NO
20210205_Green Bay_IU Indy,2021-02-05,IU Indy,AWAY,0.4213,215,IU Indy
20210205_Illinois Chicago_Wright St.,2021-02-05,Illinois Chicago,HOME,0.2961,520,NO
20210205_Illinois Chicago_Wright St.,2021-02-05,Wright St.,AWAY,0.7039,-556,Wright St.
20210205_Lipscomb_Stetson,2021-02-05,Lipscomb,AWAY,0.4558,-116,NO
20210205_Lipscomb_Stetson,2021-02-05,Stetson,HOME,0.5442,110,Stetson
20210205_Little Rock_Texas St.,2021-02-05,Little Rock,AWAY,0.4101,140,NO
20210205_Little Rock_Texas St.,2021-02-05,Texas St.,HOME,0.5899,-145,Texas St.
20210205_Louisiana Monroe_UT Arlington,2021-02-05,Louisiana Monroe,AWAY,0.2912,360,NO
20210205_Louisiana Monroe_UT Arlington,2021-02-05,UT Arlington,HOME,0.7088,-455,UT Arlington
20210205_Louisiana Tech_North Texas,2021-02-05,Louisiana Tech,AWAY,0.4200,172,Louisiana Tech
20210205_Louisiana Tech_North Texas,2021-02-05,North Texas,HOME,0.5800,-185,NO
20210205_Manhattan_Monmouth,2021-02-05,Manhattan,HOME,0.4373,170,NO
20210205_Manhattan_Monmouth,2021-02-05,Monmouth,AWAY,0.5627,-196,Monmouth
20210205_Marshall_Old Dominion,2021-02-05,Marshall,AWAY,0.5731,-213,NO
20210205_Marshall_Old Dominion,2021-02-05,Old Dominion,HOME,0.4269,200,Old Dominion
20210205_Maryland_Penn St.,2021-02-05,Maryland,AWAY,0.4205,155,NO
20210205_Maryland_Penn St.,2021-02-05,Penn St.,HOME,0.5795,-161,Penn St.
20210205_Milwaukee_Northern Kentucky,2021-02-05,Milwaukee,HOME,0.5275,-116,NO
20210205_Milwaukee_Northern Kentucky,2021-02-05,Northern Kentucky,AWAY,0.4725,110,Northern Kentucky
20210205_Nebraska Omaha_Western Illinois,2021-02-05,Nebraska Omaha,HOME,0.5624,-200,NO
20210205_Nebraska Omaha_Western Illinois,2021-02-05,Western Illinois,AWAY,0.4376,185,Western Illinois
20210205_New Hampshire_UMass Lowell,2021-02-05,New Hampshire,HOME,0.5097,-115,NO
20210205_New Hampshire_UMass Lowell,2021-02-05,UMass Lowell,AWAY,0.4903,115,UMass Lowell
20210205_North Dakota St._Oral Roberts,2021-02-05,North Dakota St.,HOME,0.5635,-196,North Dakota St.
20210205_North Dakota St._Oral Roberts,2021-02-05,Oral Roberts,AWAY,0.4365,170,NO
20210205_Rice_Southern Miss,2021-02-05,Rice,HOME,0.5764,-175,Rice
20210205_Rice_Southern Miss,2021-02-05,Southern Miss,AWAY,0.4236,195,NO
20210205_Robert Morris_Youngstown St.,2021-02-05,Robert Morris,HOME,0.4947,-105,NO
20210205_Robert Morris_Youngstown St.,2021-02-05,Youngstown St.,AWAY,0.5053,108,Youngstown St.
20210205_South Dakota_South Dakota St.,2021-02-05,South Dakota,AWAY,0.3347,280,South Dakota
20210205_South Dakota_South Dakota St.,2021-02-05,South Dakota St.,HOME,0.6653,-312,NO
20210205_UAB_UTEP,2021-02-05,UAB,HOME,0.6747,-312,UAB
20210205_UAB_UTEP,2021-02-05,UTEP,AWAY,0.3253,340,NO
20210206_Abilene Christian_Lamar,2021-02-06,Abilene Christian,AWAY,0.7411,-1111,Abilene Christian
20210206_Abilene Christian_Lamar,2021-02-06,Lamar,HOME,0.2589,810,NO
20210206_Air Force_UNLV,2021-02-06,Air Force,AWAY,0.2165,810,NO
20210206_Air Force_UNLV,2021-02-06,UNLV,HOME,0.7835,-1111,UNLV
20210206_Alabama A&M_Mississippi Valley St.,2021-02-06,Alabama A&M,HOME,0.7806,-10000,Alabama A&M
20210206_Alabama A&M_Mississippi Valley St.,2021-02-06,Mississippi Valley St.,AWAY,0.2194,3000,NO
20210206_Alabama St._Arkansas Pine Bluff,2021-02-06,Alabama St.,HOME,0.5289,-147,Alabama St.
20210206_Alabama St._Arkansas Pine Bluff,2021-02-06,Arkansas Pine Bluff,AWAY,0.4711,130,NO
20210206_Alabama_Missouri,2021-02-06,Alabama,AWAY,0.4618,-147,NO
20210206_Alabama_Missouri,2021-02-06,Missouri,HOME,0.5382,145,Missouri
20210206_Alcorn St._Jackson St.,2021-02-06,Alcorn St.,HOME,0.4903,156,NO
20210206_Alcorn St._Jackson St.,2021-02-06,Jackson St.,AWAY,0.5097,-175,Jackson St.
20210206_Arizona_Colorado,2021-02-06,Arizona,AWAY,0.3828,195,NO
20210206_Arizona_Colorado,2021-02-06,Colorado,HOME,0.6172,-217,Colorado
20210206_Auburn_Mississippi,2021-02-06,Auburn,HOME,0.5462,-189,NO
20210206_Auburn_Mississippi,2021-02-06,Mississippi,AWAY,0.4538,185,Mississippi
20210206_Austin Peay_Morehead St.,2021-02-06,Austin Peay,AWAY,0.4246,126,NO
20210206_Austin Peay_Morehead St.,2021-02-06,Morehead St.,HOME,0.5754,-147,Morehead St.
20210206_Ball St._Toledo,2021-02-06,Ball St.,HOME,0.2912,350,Ball St.
20210206_Ball St._Toledo,2021-02-06,Toledo,AWAY,0.7088,-417,NO
20210206_Belmont_SIU Edwardsville,2021-02-06,Belmont,AWAY,0.7740,-1667,Belmont
20210206_Belmont_SIU Edwardsville,2021-02-06,SIU Edwardsville,HOME,0.2260,1400,NO
20210206_Boston College_N.C. State,2021-02-06,Boston College,HOME,0.4388,170,NO
20210206_Boston College_N.C. State,2021-02-06,N.C. State,AWAY,0.5612,-179,N.C. State
20210206_Bradley_Southern Illinois,2021-02-06,Bradley,HOME,0.6948,-357,Bradley
20210206_Bradley_Southern Illinois,2021-02-06,Southern Illinois,AWAY,0.3052,335,NO
20210206_Buffalo_Miami OH,2021-02-06,Buffalo,HOME,0.6895,-417,Buffalo
20210206_Buffalo_Miami OH,2021-02-06,Miami OH,AWAY,0.3105,330,NO
20210206_Butler_DePaul,2021-02-06,Butler,HOME,0.4578,-278,Butler
20210206_Butler_DePaul,2021-02-06,DePaul,AWAY,0.5422,245,NO
20210206_Cal Baptist_New Mexico St.,2021-02-06,Cal Baptist,AWAY,0.6595,315,NO
20210206_Cal Baptist_New Mexico St.,2021-02-06,New Mexico St.,HOME,0.3405,-400,New Mexico St.
20210206_Cal Poly_Hawaii,2021-02-06,Cal Poly,AWAY,0.2324,730,NO
20210206_Cal Poly_Hawaii,2021-02-06,Hawaii,HOME,0.7676,-1111,Hawaii
20210206_Cal St. Bakersfield_UC Irvine,2021-02-06,Cal St. Bakersfield,AWAY,0.3372,265,Cal St. Bakersfield
20210206_Cal St. Bakersfield_UC Irvine,2021-02-06,UC Irvine,HOME,0.6628,-333,NO
20210206_Central Arkansas_McNeese St.,2021-02-06,Central Arkansas,HOME,0.5939,-238,NO
20210206_Central Arkansas_McNeese St.,2021-02-06,McNeese St.,AWAY,0.4061,205,McNeese St.
20210206_Central Michigan_Western Michigan,2021-02-06,Central Michigan,HOME,0.4191,-179,NO
20210206_Central Michigan_Western Michigan,2021-02-06,Western Michigan,AWAY,0.5809,164,Western Michigan
20210206_Charleston_Towson,2021-02-06,Charleston,HOME,0.5334,-159,Charleston
20210206_Charleston_Towson,2021-02-06,Towson,AWAY,0.4666,158,NO
20210206_Chattanooga_East Tennessee St.,2021-02-06,Chattanooga,AWAY,0.3699,215,Chattanooga
20210206_Chattanooga_East Tennessee St.,2021-02-06,East Tennessee St.,HOME,0.6301,-233,NO
20210206_Clemson_Syracuse,2021-02-06,Clemson,HOME,0.5387,-132,Clemson
20210206_Clemson_Syracuse,2021-02-06,Syracuse,AWAY,0.4613,146,NO
20210206_Colorado St._Wyoming,2021-02-06,Colorado St.,AWAY,0.6396,-345,Colorado St.
20210206_Colorado St._Wyoming,2021-02-06,Wyoming,HOME,0.3604,280,NO
20210206_Connecticut_Seton Hall,2021-02-06,Connecticut,HOME,0.5326,105,NO
20210206_Connecticut_Seton Hall,2021-02-06,Seton Hall,AWAY,0.4674,-120,Seton Hall
20210206_Creighton_Marquette,2021-02-06,Creighton,AWAY,0.5384,-196,Creighton
20210206_Creighton_Marquette,2021-02-06,Marquette,HOME,0.4616,172,NO
20210206_Drake_Valparaiso,2021-02-06,Drake,AWAY,0.7210,-833,Drake
20210206_Drake_Valparaiso,2021-02-06,Valparaiso,HOME,0.2790,750,NO
20210206_Drexel_Hofstra,2021-02-06,Drexel,AWAY,0.4197,151,Drexel
20210206_Drexel_Hofstra,2021-02-06,Hofstra,HOME,0.5803,-154,NO
20210206_Duke_North Carolina,2021-02-06,Duke,HOME,0.5268,-164,NO
20210206_Duke_North Carolina,2021-02-06,North Carolina,AWAY,0.4732,140,North Carolina
20210206_East Carolina_Memphis,2021-02-06,East Carolina,AWAY,0.2359,750,NO
20210206_East Carolina_Memphis,2021-02-06,Memphis,HOME,0.7641,-1000,Memphis
20210206_Eastern Illinois_Tennessee St.,2021-02-06,Eastern Illinois,HOME,0.5406,105,Eastern Illinois
20210206_Eastern Illinois_Tennessee St.,2021-02-06,Tennessee St.,AWAY,0.4594,-120,NO
20210206_Eastern Kentucky_Murray St.,2021-02-06,Eastern Kentucky,HOME,0.5504,120,NO
20210206_Eastern Kentucky_Murray St.,2021-02-06,Murray St.,AWAY,0.4496,-125,Murray St.
20210206_Eastern Washington_Idaho,2021-02-06,Eastern Washington,HOME,0.7807,-2500,Eastern Washington
20210206_Eastern Washington_Idaho,2021-02-06,Idaho,AWAY,0.2193,2200,NO
20210206_Evansville_Loyola Chicago,2021-02-06,Evansville,AWAY,0.2165,2500,NO
20210206_Evansville_Loyola Chicago,2021-02-06,Loyola Chicago,HOME,0.7835,-1667,Loyola Chicago
20210206_Fordham_La Salle,2021-02-06,Fordham,HOME,0.3731,265,Fordham
20210206_Fordham_La Salle,2021-02-06,La Salle,AWAY,0.6269,-286,NO
20210206_Furman_Wofford,2021-02-06,Furman,HOME,0.6146,-278,NO
20210206_Furman_Wofford,2021-02-06,Wofford,AWAY,0.3854,230,Wofford
20210206_Georgia Tech_Notre Dame,2021-02-06,Georgia Tech,HOME,0.5797,-189,Georgia Tech
20210206_Georgia Tech_Notre Dame,2021-02-06,Notre Dame,AWAY,0.4203,176,NO
20210206_Georgia_Vanderbilt,2021-02-06,Georgia,HOME,0.5955,-238,Georgia
20210206_Georgia_Vanderbilt,2021-02-06,Vanderbilt,AWAY,0.4045,198,NO
20210206_Grambling St._Southern,2021-02-06,Grambling St.,AWAY,0.3665,245,Grambling St.
20210206_Grambling St._Southern,2021-02-06,Southern,HOME,0.6335,-294,NO
20210206_Illinois Chicago_Wright St.,2021-02-06,Illinois Chicago,HOME,0.2961,540,NO
20210206_Illinois Chicago_Wright St.,2021-02-06,Wright St.,AWAY,0.7039,-769,Wright St.
20210206_Illinois St._Missouri St.,2021-02-06,Illinois St.,HOME,0.3611,280,NO
20210206_Illinois St._Missouri St.,2021-02-06,Missouri St.,AWAY,0.6389,-263,Missouri St.
20210206_Illinois_Wisconsin,2021-02-06,Illinois,HOME,0.5635,-179,Illinois
20210206_Illinois_Wisconsin,2021-02-06,Wisconsin,AWAY,0.4365,165,NO
20210206_Incarnate Word_Texas A&M Corpus Chris,2021-02-06,Incarnate Word,AWAY,0.5377,102,Incarnate Word
20210206_Incarnate Word_Texas A&M Corpus Chris,2021-02-06,Texas A&M Corpus Chris,HOME,0.4623,-125,NO
20210206_Indiana St._Northern Iowa,2021-02-06,Indiana St.,AWAY,0.5121,114,Indiana St.
20210206_Indiana St._Northern Iowa,2021-02-06,Northern Iowa,HOME,0.4879,-123,NO
20210206_Iowa St._Oklahoma,2021-02-06,Iowa St.,AWAY,0.2165,980,NO
20210206_Iowa St._Oklahoma,2021-02-06,Oklahoma,HOME,0.7835,-1429,Oklahoma
20210206_Jacksonville St._Southeast Missouri St.,2021-02-06,Jacksonville St.,AWAY,0.5207,-154,Jacksonville St.
20210206_Jacksonville St._Southeast Missouri St.,2021-02-06,Southeast Missouri St.,HOME,0.4793,140,NO
20210206_Kansas St._Texas Tech,2021-02-06,Kansas St.,HOME,0.2165,1300,NO
20210206_Kansas St._Texas Tech,2021-02-06,Texas Tech,AWAY,0.7835,-2500,Texas Tech
20210206_Kansas_West Virginia,2021-02-06,Kansas,AWAY,0.4249,126,NO
20210206_Kansas_West Virginia,2021-02-06,West Virginia,HOME,0.5751,-143,West Virginia
20210206_Kentucky_Tennessee,2021-02-06,Kentucky,HOME,0.4528,152,NO
20210206_Kentucky_Tennessee,2021-02-06,Tennessee,AWAY,0.5472,-179,Tennessee
20210206_Marshall_Old Dominion,2021-02-06,Marshall,AWAY,0.5731,-263,Marshall
20210206_Marshall_Old Dominion,2021-02-06,Old Dominion,HOME,0.4269,215,NO
20210206_Massachusetts_Rhode Island,2021-02-06,Massachusetts,AWAY,0.3583,260,Massachusetts
20210206_Massachusetts_Rhode Island,2021-02-06,Rhode Island,HOME,0.6417,-323,NO
20210206_Miami FL_Virginia Tech,2021-02-06,Miami FL,HOME,0.4294,170,NO
20210206_Miami FL_Virginia Tech,2021-02-06,Virginia Tech,AWAY,0.5706,-185,Virginia Tech
20210206_Michigan St._Nebraska,2021-02-06,Michigan St.,HOME,0.7268,-833,Michigan St.
20210206_Michigan St._Nebraska,2021-02-06,Nebraska,AWAY,0.2732,610,NO
20210206_Mississippi St._South Carolina,2021-02-06,Mississippi St.,AWAY,0.5166,125,Mississippi St.
20210206_Mississippi St._South Carolina,2021-02-06,South Carolina,HOME,0.4834,-145,NO
20210206_Montana St._Weber St.,2021-02-06,Montana St.,AWAY,0.3820,205,NO
20210206_Montana St._Weber St.,2021-02-06,Weber St.,HOME,0.6180,-244,Weber St.
20210206_Montana_Portland St.,2021-02-06,Montana,AWAY,0.5137,-127,NO
20210206_Montana_Portland St.,2021-02-06,Portland St.,HOME,0.4863,125,Portland St.
20210206_Nebraska Omaha_Western Illinois,2021-02-06,Nebraska Omaha,HOME,0.5294,-167,NO
20210206_Nebraska Omaha_Western Illinois,2021-02-06,Western Illinois,AWAY,0.4706,142,Western Illinois
20210206_Nicholls St._Sam Houston St.,2021-02-06,Nicholls St.,AWAY,0.4110,124,NO
20210206_Nicholls St._Sam Houston St.,2021-02-06,Sam Houston St.,HOME,0.5890,-147,Sam Houston St.
20210206_North Dakota St._Oral Roberts,2021-02-06,North Dakota St.,HOME,0.5644,-204,NO
20210206_North Dakota St._Oral Roberts,2021-02-06,Oral Roberts,AWAY,0.4356,172,Oral Roberts
20210206_Northwestern_Purdue,2021-02-06,Northwestern,AWAY,0.3251,270,NO
20210206_Northwestern_Purdue,2021-02-06,Purdue,HOME,0.6749,-312,Purdue
20210206_Oklahoma St._Texas,2021-02-06,Oklahoma St.,HOME,0.4934,125,Oklahoma St.
20210206_Oklahoma St._Texas,2021-02-06,Texas,AWAY,0.5066,-143,NO
20210206_Oregon St._Washington St.,2021-02-06,Oregon St.,HOME,0.5284,-147,Oregon St.
20210206_Oregon St._Washington St.,2021-02-06,Washington St.,AWAY,0.4716,126,NO
20210206_Oregon_Washington,2021-02-06,Oregon,HOME,0.7510,-1250,Oregon
20210206_Oregon_Washington,2021-02-06,Washington,AWAY,0.2490,810,NO
20210206_Pepperdine_Portland,2021-02-06,Pepperdine,AWAY,0.7247,-909,Pepperdine
20210206_Pepperdine_Portland,2021-02-06,Portland,HOME,0.2753,810,NO
20210206_Pittsburgh_Virginia,2021-02-06,Pittsburgh,AWAY,0.2950,440,NO
20210206_Pittsburgh_Virginia,2021-02-06,Virginia,HOME,0.7050,-556,Virginia
20210206_Providence_St. John's,2021-02-06,Providence,HOME,0.5418,-115,NO
20210206_Providence_St. John's,2021-02-06,St. John's,AWAY,0.4582,104,St. John's
20210206_Saint Louis_St. Bonaventure,2021-02-06,Saint Louis,HOME,0.5241,-164,Saint Louis
20210206_Saint Louis_St. Bonaventure,2021-02-06,St. Bonaventure,AWAY,0.4759,157,NO
20210206_South Dakota_South Dakota St.,2021-02-06,South Dakota,AWAY,0.3831,210,NO
20210206_South Dakota_South Dakota St.,2021-02-06,South Dakota St.,HOME,0.6169,-256,South Dakota St.
20210206_Tennessee Martin_Tennessee Tech,2021-02-06,Tennessee Martin,HOME,0.5003,144,Tennessee Martin
20210206_Tennessee Martin_Tennessee Tech,2021-02-06,Tennessee Tech,AWAY,0.4997,-159,NO
20210206_Texas Southern_UT Rio Grande Valley,2021-02-06,Texas Southern,HOME,0.5230,-133,Texas Southern
20210206_Texas Southern_UT Rio Grande Valley,2021-02-06,UT Rio Grande Valley,AWAY,0.4770,114,NO
20210206_The Citadel_Western Carolina,2021-02-06,The Citadel,HOME,0.5100,-102,The Citadel
20210206_The Citadel_Western Carolina,2021-02-06,Western Carolina,AWAY,0.4900,-115,NO
20210206_Tulsa_UCF,2021-02-06,Tulsa,HOME,0.5441,-200,NO
20210206_Tulsa_UCF,2021-02-06,UCF,AWAY,0.4559,184,UCF
20210206_UCLA_USC,2021-02-06,UCLA,AWAY,0.4158,145,NO
20210206_UCLA_USC,2021-02-06,USC,HOME,0.5842,-161,USC
20210207_Boise St._Nevada,2021-02-07,Boise St.,AWAY,0.5632,-200,NO
20210207_Boise St._Nevada,2021-02-07,Nevada,HOME,0.4368,190,Nevada
20210207_California_Stanford,2021-02-07,California,AWAY,0.2950,500,NO
20210207_California_Stanford,2021-02-07,Stanford,HOME,0.7050,-556,Stanford
20210207_Cincinnati_Tulane,2021-02-07,Cincinnati,AWAY,0.5524,-208,Cincinnati
20210207_Cincinnati_Tulane,2021-02-07,Tulane,HOME,0.4476,220,NO
20210207_Coppin St._Norfolk St.,2021-02-07,Coppin St.,AWAY,0.3477,265,NO
20210207_Coppin St._Norfolk St.,2021-02-07,Norfolk St.,HOME,0.6523,-303,Norfolk St.
20210207_Fairfield_Quinnipiac,2021-02-07,Fairfield,HOME,0.4869,150,NO
20210207_Fairfield_Quinnipiac,2021-02-07,Quinnipiac,AWAY,0.5131,-154,Quinnipiac
20210207_Georgetown_Villanova,2021-02-07,Georgetown,AWAY,0.2165,870,NO
20210207_Georgetown_Villanova,2021-02-07,Villanova,HOME,0.7835,-1111,Villanova
20210207_Hampton_High Point,2021-02-07,Hampton,HOME,0.4869,110,NO
20210207_Hampton_High Point,2021-02-07,High Point,AWAY,0.5131,105,High Point
20210207_Indiana_Iowa,2021-02-07,Indiana,HOME,0.5399,150,Indiana
20210207_Indiana_Iowa,2021-02-07,Iowa,AWAY,0.4601,-167,NO
20210207_Stony Brook_UMBC,2021-02-07,Stony Brook,HOME,0.4504,124,NO
20210207_Stony Brook_UMBC,2021-02-07,UMBC,AWAY,0.5496,-123,UMBC
20210207_Temple_Wichita St.,2021-02-07,Temple,AWAY,0.2912,340,NO
20210207_Temple_Wichita St.,2021-02-07,Wichita St.,HOME,0.7088,-435,Wichita St.
20210208_Abilene Christian_Texas A&M Corpus Chris,2021-02-08,Abilene Christian,AWAY,0.7740,-2000,Abilene Christian
20210208_Abilene Christian_Texas A&M Corpus Chris,2021-02-08,Texas A&M Corpus Chris,HOME,0.2260,1000,NO
20210208_Air Force_UNLV,2021-02-08,Air Force,AWAY,0.2165,900,NO
20210208_Air Force_UNLV,2021-02-08,UNLV,HOME,0.7835,-1000,UNLV
