iter	Logloss
687	0.5805140648
688	0.5804762427
689	0.5804361501
690	0.5803884095
691	0.580333439
692	0.5802749432
693	0.5802433352
694	0.5801991796
695	0.580164345
696	0.5801248499
697	0.5800894776
698	0.580046517
699	0.5799871847
700	0.5799001282
701	0.579874077
702	0.5798196443
703	0.5797690953
704	0.5797278675
705	0.5796693119
706	0.5796311314
707	0.5795786107
708	0.5795316467
709	0.5794962744
710	0.5794564208
711	0.5794004346
712	0.579329451
713	0.5792806348
714	0.5792338502
715	0.5791711719
716	0.5791224752
717	0.579076049
718	0.5790290254
719	0.5789716649
720	0.5789211159
721	0.5788856839
722	0.5788281441
723	0.5787774159
724	0.5787115709
725	0.578645666
726	0.5785997179
727	0.5785768334
728	0.5785257467
729	0.5784875662
730	0.5784416778
731	0.5783920848
732	0.5783281518
733	0.5782606337
734	0.5782250224
735	0.5781686179
736	0.5781289435
737	0.5781020558
738	0.5780553309
739	0.5780108765
740	0.577984646
741	0.5779359494
742	0.5778964543
743	0.5778416033
744	0.5778007937
745	0.5777633899
746	0.5777220425
747	0.5776734056
748	0.5776412
749	0.5776113845
750	0.5775743392
751	0.5775362184
752	0.577495588
753	0.577439781
754	0.5773644954
755	0.5773137074
756	0.577261605
757	0.5772190626
758	0.5771828538
759	0.5771263298
760	0.5770528367
761	0.5770094578
762	0.576974922
763	0.576921027
764	0.5768738241
765	0.5768353448
766	0.5767939974
767	0.576744524
768	0.5767096894
769	0.5766722259
770	0.5766236487
771	0.5765603729
772	0.5765092264
773	0.5764678791
774	0.5764221102
775	0.5763870366
776	0.576310317
777	0.5762630543
778	0.5762092788
779	0.5761621954
780	0.576111527
781	0.5760452039
782	0.5760110266
783	0.5759626884
784	0.5759027587
785	0.5758423509
786	0.5758035728
787	0.5757543981
788	0.5757126325
789	0.5756703291
790	0.5756181072
791	0.5755706653
792	0.5755283021
793	0.5755032667
794	0.5754658629
795	0.5754276225
796	0.5753768943
797	0.5753280782
798	0.5752618746
799	0.5752211247
800	0.5751755351
801	0.5751389678
802	0.5750936769
803	0.5750317156
804	0.5749875599
805	0.5749437628
806	0.5748942894
807	0.5748632789
808	0.5748326866
809	0.5747610457
810	0.5747090628
811	0.574676678
812	0.5746166885
813	0.5745670955
814	0.5745339937
815	0.5744809353
816	0.5744304461
817	0.574395731
818	0.5743408801
819	0.5743040737
820	0.5742741387
821	0.5742404394
822	0.5741938938
823	0.5741542194
824	0.5741106613
825	0.5740522851
826	0.5740081294
827	0.5739583572
828	0.5738854616
829	0.5738459068
830	0.5738007354
831	0.5737683506
832	0.5737237169
833	0.5736731083
834	0.5736429342
835	0.5736103702
836	0.5735429716
837	0.573503596
838	0.5734631449
839	0.5734075769
840	0.5733696951
841	0.5733372506
842	0.5732898087
843	0.5732102807
844	0.5731690529
845	0.5731335611
846	0.5730902419
847	0.5730385577
848	0.5730035439
849	0.5729752222
850	0.5729075846
851	0.5728637277
852	0.5728082792
853	0.5727700986
854	0.572719968
855	0.5726671485
856	0.5726377512
857	0.5726179141
858	0.5725618083
859	0.5725112594
860	0.5724540781
861	0.5724129698
862	0.5723208942
863	0.5722686125
864	0.572209818
865	0.5721619578
866	0.5720978455
867	0.5720728698
868	0.5720173616
869	0.5719745205
870	0.5719384909
871	0.5718993543
872	0.5718278927
873	0.5717899511
874	0.5717617489
875	0.5717146057
876	0.5716610692
877	0.5716227094
878	0.5715908026
879	0.5715545938
880	0.5715054789
881	0.57145971
882	0.5713945819
883	0.571345945
884	0.5712784269
885	0.5712200506
886	0.5711681274
887	0.571111484
888	0.5710663126
889	0.5710156441
890	0.5709801523
891	0.5709229113
892	0.5708872403
893	0.5708463111
894	0.5708212159
895	0.5707555501
896	0.570688032
897	0.5706509269
898	0.570595837
899	0.5705546689
900	0.5705203123
901	0.570479443
902	0.5704297305
903	0.5704009905
904	0.5703471553
905	0.570307959
906	0.5702703161
907	0.5702354218
908	0.5702065026
909	0.5701526076
910	0.5701166378
911	0.5700696141
912	0.5700332858
913	0.5700060993
914	0.5699772996
915	0.5699249581
916	0.5698676574
917	0.5697918937
918	0.5697458858
919	0.5696975476
920	0.5696457439
921	0.5695957925
922	0.5695448253
923	0.5695000124
924	0.5694709737
925	0.5694310603
926	0.5693967635
927	0.5693576867
928	0.5693187294
929	0.5692582021
930	0.5692170937
931	0.5691774791
932	0.5691389998
933	0.5690751862
934	0.5690324049
935	0.5690037246
936	0.5689675158
937	0.5689122466
938	0.5688523168
939	0.5687851572
940	0.5687399261
941	0.5687121421
942	0.5686771283
943	0.5686377527
944	0.56859049
945	0.5685343843
946	0.5685017007
947	0.5684456548
948	0.5683849482
949	0.5683482614
950	0.5683128293
951	0.5682513461
952	0.5682187223
953	0.5681724754
954	0.5681307098
955	0.5680867931
956	0.5680529146
957	0.5680241746
958	0.5679922081
959	0.567933533
960	0.5678886604
961	0.5678524516
962	0.5678121797
963	0.5677866065
964	0.5677196262
965	0.5676883767
966	0.567641831
967	0.5676105217
968	0.5675572243
969	0.5675204179
970	0.5674512268
971	0.5674098197
972	0.567380542
973	0.5673362071
974	0.5672859569
975	0.5672479556
976	0.5671902963
977	0.5671454237
978	0.5670935005
979	0.5670470743
980	0.5670092522
981	0.5669680244
982	0.56692835
983	0.5668935752
984	0.5668468503
985	0.5668278497
986	0.5667654701
987	0.5667295601
988	0.5667013578
989	0.5666632967
990	0.5666194399
991	0.5665804825
992	0.5665420032
993	0.5664969513
994	0.5664508239
995	0.5664032625
996	0.5663707582
997	0.5663188947
998	0.5662567542
999	0.5662108658
1000	0.5661887581
1001	0.5661292466
1002	0.5660752321
1003	0.5660184691
1004	0.565972521
1005	0.5659107987
1006	0.5658743509
1007	0.5657927317
1008	0.5657420632
1009	0.565711949
1010	0.5656752621
1011	0.565625251
1012	0.5655869509
1013	0.5655474558
1014	0.5655040171
1015	0.5654424741
1016	0.5653883999
1017	0.5653472318
1018	0.5652936356
1019	0.5652466717
1020	0.5651806473
1021	0.5651294411
1022	0.565058099
1023	0.5650117326
1024	0.5649703853
1025	0.5649378212
1026	0.5649003576
1027	0.5648640293
1028	0.5648118671
1029	0.5647602427
1030	0.5647071842
1031	0.5646618933
1032	0.564628433
1033	0.5645878027
1034	0.5645640817
1035	0.564504869
1036	0.5644843745
1037	0.564455993
1038	0.5644060416
1039	0.5643584204
1040	0.5643299194
1041	0.5642933521
1042	0.5642612661
1043	0.5642240415
1044	0.5641816186
1045	0.5641458878
1046	0.5640981472
1047	0.5640820145
1048	0.5640532745
1049	0.5640133612
1050	0.5639711773
1051	0.563930547
1052	0.5638885423
1053	0.5638621924
1054	0.5638230558
1055	0.5637870262
1056	0.5637560157
1057	0.5636996112
1058	0.5636458357
1059	0.5636074161
1060	0.5635644555
1061	0.5635215546
1062	0.5634634174
1063	0.5634392782
1064	0.5633963773
1065	0.5633422433
1066	0.5633043615
1067	0.5632499885
1068	0.5632113299
1069	0.563185458
1070	0.5631516392
1071	0.563126783
1072	0.5630768913
1073	0.5630229366
1074	0.5629872057
1075	0.5629463961
1076	0.5629116811
1077	0.5628368734
1078	0.5628032936
