game_id,date,team_1,team_2,betonline_line,bovada_line,mybookie_line,predicted_total,actual_total,confidence,good_bet_score,over_best_book,over_odds_american,over_odds_decimal,over_potential_profit,under_best_book,under_odds_american,under_odds_decimal,under_potential_profit
20241207_East Tennessee St._Wichita St.,2024-12-07,East Tennessee St.,Wichita St.,145.5,145.5,145.5,144.3,183,0.405,0.2402,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_East Texas A&M_Incarnate Word,2024-12-07,East Texas A&M,Incarnate Word,146.5,146.5,146.5,146.2,118,0.4813,0.2135,MyBookie,-108.0,1.93,9.3,Betonline,-110.0,1.909,9.09
20241207_Eastern Washington_South Dakota St.,2024-12-07,Eastern Washington,South Dakota St.,153.5,153.5,153.5,152.0,127,0.3799,0.3439,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Elon_Wofford,2024-12-07,Elon,Wofford,137.0,137.5,137.5,137.5,135,0.5438,0.4569,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241207_Evansville_Western Kentucky,2024-12-07,Evansville,Western Kentucky,152.0,151.5,151.5,154.9,144,0.6836,0.7629,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Florida St._N.C. State,2024-12-07,Florida St.,N.C. State,147.5,148.0,148.0,147.6,158,0.5076,0.4127,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241207_Fresno St._Santa Clara,2024-12-07,Fresno St.,Santa Clara,154.5,155.0,154.5,155.4,147,0.5737,0.4944,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241207_Furman_Princeton,2024-12-07,Furman,Princeton,145.5,145.0,145.0,144.0,132,0.3765,0.2298,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Gardner Webb_North Carolina Central,2024-12-07,Gardner Webb,North Carolina Central,146.5,147.0,146.5,144.8,155,0.3625,0.2747,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241207_George Mason_Tulane,2024-12-07,George Mason,Tulane,139.0,139.5,139.5,140.1,140,0.5936,0.5233,MyBookie,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241207_George Washington_Old Dominion,2024-12-07,George Washington,Old Dominion,148.0,148.0,148.0,149.4,148,0.6083,0.7323,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Georgia Southern_North Florida,2024-12-07,Georgia Southern,North Florida,162.0,162.0,162.0,162.7,184,0.5537,0.3934,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Georgia Tech_North Carolina,2024-12-07,Georgia Tech,North Carolina,163.0,163.5,163.5,162.8,133,0.484,0.3569,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Gonzaga_Kentucky,2024-12-07,Gonzaga,Kentucky,166.5,167.0,167.0,168.8,179,0.6446,0.5907,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241207_Grambling St._Pepperdine,2024-12-07,Grambling St.,Pepperdine,138.5,138.5,138.5,137.9,142,0.4493,0.1481,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241207_Hawaii_Long Beach St.,2024-12-07,Hawaii,Long Beach St.,132.5,132.5,132.0,134.8,144,0.6726,0.7477,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241207_Houston Christian_Northwestern St.,2024-12-07,Houston Christian,Northwestern St.,137.5,137.0,137.5,140.1,121,0.6895,0.8545,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Idaho St._Oral Roberts,2024-12-07,Idaho St.,Oral Roberts,145.5,144.5,145.0,143.3,126,0.3273,0.0856,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241207_Idaho_Oregon St.,2024-12-07,Idaho,Oregon St.,139.0,138.5,138.0,138.8,140,0.4873,0.3315,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241207_Illinois St._Pacific,2024-12-07,Illinois St.,Pacific,143.5,143.5,143.5,143.8,133,0.5219,0.4579,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Indiana St._Missouri St.,2024-12-07,Indiana St.,Missouri St.,148.0,147.5,147.5,148.5,157,0.5424,0.4545,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241207_Iowa_Michigan,2024-12-07,Iowa,Michigan,158.0,158.0,158.5,161.2,168,0.7047,0.791,Betonline,-110.0,1.909,9.09,Bovada,-105.0,1.952,9.52
20241207_IU Indy_Northern Kentucky,2024-12-07,IU Indy,Northern Kentucky,140.5,140.0,140.5,140.5,130,0.5015,0.3605,Betonline,-110.0,1.909,9.09,Bovada,-105.0,1.952,9.52
20241207_James Madison_Utah Valley,2024-12-07,James Madison,Utah Valley,142.0,141.5,141.5,140.8,139,0.4044,0.2352,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Kansas St._St. John's,2024-12-07,Kansas St.,St. John's,148.0,148.5,148.5,150.7,159,0.7057,0.8567,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241207_La Salle_Saint Joseph's,2024-12-07,La Salle,Saint Joseph's,152.0,151.5,152.0,154.0,150,0.6584,0.6955,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Lafayette_Mercyhurst,2024-12-07,Lafayette,Mercyhurst,131.5,131.0,131.5,131.7,150,0.5192,0.5905,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241207_Lamar_UT Rio Grande Valley,2024-12-07,Lamar,UT Rio Grande Valley,153.0,152.5,152.7,153.6,136,0.5499,0.407,Betonline,-110.0,1.909,9.09,MyBookie,-109.0,1.918,9.18
20241207_Liberty_Mississippi Valley St.,2024-12-07,Liberty,Mississippi Valley St.,125.0,125.0,124.8,129.0,141,0.7873,0.9356,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241207_Lindenwood_Mississippi,2024-12-07,Lindenwood,Mississippi,148.0,148.0,148.2,147.7,139,0.4727,0.3114,MyBookie,-109.0,1.916,9.16,Betonline,-110.0,1.909,9.09
20241207_Loyola Chicago_South Florida,2024-12-07,Loyola Chicago,South Florida,147.0,147.0,147.0,150.9,146,0.7863,0.8631,Bovada,-105.0,1.952,9.52,Betonline,-105.0,1.952,9.52
20241207_Loyola Marymount_Nevada,2024-12-07,Loyola Marymount,Nevada,137.5,138.0,138.0,141.1,132,0.7558,0.8806,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Marquette_Wisconsin,2024-12-07,Marquette,Wisconsin,150.0,150.0,150.5,152.4,162,0.6921,0.6821,Bovada,-110.0,1.909,9.09,Betonline,-108.0,1.926,9.26
20241207_Marshall_UNC Wilmington,2024-12-07,Marshall,UNC Wilmington,147.5,148.5,147.8,149.8,147,0.6792,0.7192,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241207_Massachusetts_UMass Lowell,2024-12-07,Massachusetts,UMass Lowell,157.5,157.5,157.5,158.3,179,0.5614,0.5426,Betonline,-102.0,1.98,9.8,Bovada,-110.0,1.909,9.09
20241207_Michigan St._Nebraska,2024-12-07,Michigan St.,Nebraska,147.0,147.0,147.5,148.1,141,0.5847,0.4403,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241207_Montana St._UMKC,2024-12-07,Montana St.,UMKC,137.5,138.0,137.5,139.4,136,0.6512,0.6676,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Montana_St. Thomas,2024-12-07,Montana,St. Thomas,148.5,148.5,148.5,149.1,169,0.5469,0.4909,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241207_Morehead St._Ohio,2024-12-07,Morehead St.,Ohio,147.5,147.5,147.5,149.5,164,0.6609,0.6857,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Nebraska Omaha_Sacramento St.,2024-12-07,Nebraska Omaha,Sacramento St.,136.0,136.0,136.0,137.4,130,0.6136,0.6214,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_New Mexico_New Mexico St.,2024-12-07,New Mexico,New Mexico St.,152.5,153.0,153.0,151.9,172,0.454,0.2601,Betonline,-110.0,1.909,9.09,Bovada,-105.0,1.952,9.52
20241207_New Orleans_Nicholls St.,2024-12-07,New Orleans,Nicholls St.,147.0,147.0,147.5,149.9,143,0.7195,0.8467,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241207_NJIT_Navy,2024-12-07,NJIT,Navy,138.5,139.0,139.0,141.4,133,0.7167,0.8534,Bovada,-110.0,1.909,9.09,Betonline,-108.0,1.926,9.26
20241207_North Carolina A&T_UNC Greensboro,2024-12-07,North Carolina A&T,UNC Greensboro,148.5,148.5,148.5,147.7,122,0.4322,0.3208,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_North Dakota St._Northern Colorado,2024-12-07,North Dakota St.,Northern Colorado,151.5,151.5,151.0,152.9,152,0.6127,0.6329,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_North Dakota_Weber St.,2024-12-07,North Dakota,Weber St.,143.5,143.5,143.0,145.2,155,0.6348,0.4993,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Northern Arizona_South Dakota,2024-12-07,Northern Arizona,South Dakota,158.0,158.0,158.5,160.2,177,0.6392,0.7881,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Northern Illinois_Northern Iowa,2024-12-07,Northern Illinois,Northern Iowa,139.5,139.5,139.5,142.6,158,0.7237,0.8788,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Notre Dame_Syracuse,2024-12-07,Notre Dame,Syracuse,146.0,146.5,147.5,147.6,133,0.6294,0.6451,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241207_Oakland_Youngstown St.,2024-12-07,Oakland,Youngstown St.,132.5,132.5,132.5,133.2,116,0.5593,0.4777,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Ohio St._Rutgers,2024-12-07,Ohio St.,Rutgers,153.5,154.0,154.0,152.6,146,0.4293,0.3273,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241207_Pittsburgh_Virginia Tech,2024-12-07,Pittsburgh,Virginia Tech,142.0,142.5,142.0,142.7,123,0.5595,0.5261,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241207_Providence_Rhode Island,2024-12-07,Providence,Rhode Island,146.5,147.5,146.5,150.7,132,0.7697,0.9164,Bovada,-105.0,1.952,9.52,Betonline,-105.0,1.952,9.52
20241207_Queens_VMI,2024-12-07,Queens,VMI,152.5,153.0,152.6,155.3,159,0.7076,0.7823,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241207_Saint Mary's_Utah,2024-12-07,Saint Mary's,Utah,141.5,141.5,141.5,143.6,135,0.6698,0.6147,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Sam Houston St._Texas Southern,2024-12-07,Sam Houston St.,Texas Southern,148.5,148.5,148.5,148.8,158,0.5215,0.4758,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241207_San Diego_San Diego St.,2024-12-07,San Diego,San Diego St.,142.0,142.2,142.2,142.9,131,0.5684,0.4784,Bovada,-108.0,1.924,9.24,Betonline,-110.0,1.909,9.09
20241207_Seattle_UTEP,2024-12-07,Seattle,UTEP,135.0,135.0,135.0,133.8,160,0.4115,0.2149,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_SMU_Virginia,2024-12-07,SMU,Virginia,135.5,135.5,135.5,137.3,114,0.6432,0.7025,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Southern Illinois_Southern Indiana,2024-12-07,Southern Illinois,Southern Indiana,147.5,147.0,147.5,149.9,143,0.6897,0.7587,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Southern_Tulsa,2024-12-07,Southern,Tulsa,139.5,140.0,139.0,141.7,136,0.6738,0.7284,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Stephen F. Austin_Texas A&M Corpus Chris,2024-12-07,Stephen F. Austin,Texas A&M Corpus Chris,137.5,137.5,137.5,140.1,115,0.6994,0.7744,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Temple_Villanova,2024-12-07,Temple,Villanova,145.0,145.0,145.0,149.2,159,0.7937,0.9536,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Tennessee Tech_West Georgia,2024-12-07,Tennessee Tech,West Georgia,142.0,141.5,142.0,139.4,151,0.3151,0.0618,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_Towson_UMBC,2024-12-07,Towson,UMBC,143.2,143.0,143.0,146.4,155,0.7312,0.8308,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_UC Davis_UC Santa Barbara,2024-12-07,UC Davis,UC Santa Barbara,143.0,144.0,143.0,145.3,131,0.677,0.6562,Bovada,-105.0,1.952,9.52,Betonline,-105.0,1.952,9.52
20241207_USC Upstate_Western Carolina,2024-12-07,USC Upstate,Western Carolina,159.5,160.0,160.0,159.0,142,0.4578,0.4866,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241207_USC_Washington,2024-12-07,USC,Washington,140.5,141.5,141.0,143.2,146,0.6909,0.8044,Bovada,-105.0,1.952,9.52,Betonline,-110.0,1.909,9.09
20241207_Utah St._Utah Tech,2024-12-07,Utah St.,Utah Tech,150.0,150.5,150.1,155.0,154,0.838,0.908,MyBookie,-109.0,1.919,9.19,Betonline,-110.0,1.909,9.09
20241207_Vermont_Yale,2024-12-07,Vermont,Yale,135.5,136.5,136.5,137.8,115,0.6817,0.7055,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241208_Arkansas St._Memphis,2024-12-08,Arkansas St.,Memphis,152.0,152.5,152.5,156.2,157,0.8001,0.9235,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241208_Army_Cornell,2024-12-08,Army,Cornell,156.0,155.8,154.5,156.4,187,0.5284,0.5432,Bovada,-109.0,1.918,9.18,Betonline,-110.0,1.909,9.09
20241208_Auburn_Richmond,2024-12-08,Auburn,Richmond,143.5,144.0,143.9,145.9,152,0.6756,0.5966,MyBookie,-108.0,1.922,9.22,Betonline,-110.0,1.909,9.09
20241208_Austin Peay_Samford,2024-12-08,Austin Peay,Samford,151.5,151.5,151.5,155.0,119,0.7578,0.8326,MyBookie,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241208_Ball St._SIU Edwardsville,2024-12-08,Ball St.,SIU Edwardsville,136.5,137.0,136.5,139.6,151,0.7267,0.8233,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241208_Bucknell_Radford,2024-12-08,Bucknell,Radford,135.5,134.7,135.5,137.3,144,0.6404,0.7207,Bovada,-108.0,1.922,9.22,Betonline,-110.0,1.909,9.09
20241208_Canisius_Siena,2024-12-08,Canisius,Siena,135.0,134.5,134.5,134.7,119,0.4733,0.4138,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241208_Chicago St._Saint Louis,2024-12-08,Chicago St.,Saint Louis,154.5,154.5,154.5,151.8,147,0.2938,0.0688,Bovada,-112.0,1.89,8.9,Betonline,-105.0,1.952,9.52
20241208_Cincinnati_Howard,2024-12-08,Cincinnati,Howard,140.0,140.3,140.3,141.5,151,0.6223,0.5601,Bovada,-110.0,1.909,9.09,Bovada,-109.0,1.916,9.16
20241208_Colgate_Northeastern,2024-12-08,Colgate,Northeastern,134.5,134.2,135.5,131.2,153,0.2529,0.1348,Betonline,-110.0,1.909,9.09,Bovada,-108.0,1.926,9.26
20241208_Connecticut_Texas,2024-12-08,Connecticut,Texas,140.5,141.0,142.0,138.7,141,0.3857,0.1618,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241208_Dartmouth_Illinois Chicago,2024-12-08,Dartmouth,Illinois Chicago,152.5,152.5,153.0,154.2,137,0.6316,0.4758,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241208_Duke_Louisville,2024-12-08,Duke,Louisville,144.5,144.5,144.5,146.3,141,0.6457,0.6791,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241208_Fairfield_Mount St. Mary's,2024-12-08,Fairfield,Mount St. Mary's,138.0,137.0,137.0,139.2,195,0.5945,0.6478,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241208_Florida Gulf Coast_LSU,2024-12-08,Florida Gulf Coast,LSU,139.5,139.7,140.0,139.8,151,0.5261,0.4277,Betonline,-110.0,1.909,9.09,Bovada,-108.0,1.925,9.25
20241208_Fordham_Maine,2024-12-08,Fordham,Maine,137.0,136.8,136.5,136.8,159,0.4844,0.1972,Betonline,-110.0,1.909,9.09,Bovada,-108.0,1.922,9.22
20241208_Harvard_New Hampshire,2024-12-08,Harvard,New Hampshire,135.0,135.3,135.5,139.2,134,0.7623,0.8893,Bovada,-108.0,1.928,9.28,Betonline,-110.0,1.909,9.09
20241208_Iona_Saint Peter's,2024-12-08,Iona,Saint Peter's,130.5,131.5,131.0,132.1,135,0.6273,0.5974,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241208_Iowa St._Jackson St.,2024-12-08,Iowa St.,Jackson St.,143.5,143.7,143.7,146.5,158,0.7179,0.796,Betonline,-110.0,1.909,9.09,Bovada,-107.0,1.933,9.33
20241208_Jacksonville St._South Alabama,2024-12-08,Jacksonville St.,South Alabama,134.0,135.0,134.5,134.1,150,0.51,0.3845,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241208_Kansas_Missouri,2024-12-08,Kansas,Missouri,154.5,154.5,154.5,155.6,143,0.5845,0.6267,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241208_Louisiana_Louisiana Tech,2024-12-08,Louisiana,Louisiana Tech,146.0,145.8,146.0,147.8,127,0.624,0.793,Betonline,-105.0,1.952,9.52,MyBookie,-110.0,1.909,9.09
20241208_Manhattan_Marist,2024-12-08,Manhattan,Marist,137.5,138.5,138.5,137.5,157,0.498,0.2864,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241208_Maryland Eastern Shore_Wagner,2024-12-08,Maryland Eastern Shore,Wagner,127.0,126.6,125.5,126.2,124,0.4308,0.1775,Betonline,-110.0,1.909,9.09,Bovada,-108.0,1.922,9.22
20241208_Maryland_Purdue,2024-12-08,Maryland,Purdue,143.0,144.0,143.5,150.1,161,0.9037,0.993,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241208_Mercer_Stetson,2024-12-08,Mercer,Stetson,154.0,154.0,154.0,143.9,172,0.0462,0.0246,Bovada,-110.0,1.911,9.11,Betonline,-110.0,1.909,9.09
20241208_Merrimack_Niagara,2024-12-08,Merrimack,Niagara,126.5,126.0,126.0,128.5,142,0.6576,0.6499,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241208_Mississippi St._Prairie View A&M,2024-12-08,Mississippi St.,Prairie View A&M,162.5,162.5,162.5,158.8,175,0.2499,0.077,Bovada,-110.0,1.912,9.12,Bovada,-110.0,1.912,9.12
20241208_Murray St._Southeast Missouri St.,2024-12-08,Murray St.,Southeast Missouri St.,144.0,144.0,144.0,146.6,126,0.7018,0.809,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241208_Oklahoma St._Seton Hall,2024-12-08,Oklahoma St.,Seton Hall,133.5,132.5,133.0,135.1,161,0.623,0.6841,Betonline,-110.0,1.909,9.09,Bovada,-105.0,1.952,9.52
20241208_Oregon_UCLA,2024-12-08,Oregon,UCLA,139.0,140.5,141.0,139.7,144,0.5565,0.5632,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241208_Purdue Fort Wayne_Robert Morris,2024-12-08,Purdue Fort Wayne,Robert Morris,147.5,147.0,147.0,146.9,159,0.4588,0.4457,Betonline,-110.0,1.909,9.09,MyBookie,-109.0,1.918,9.18
20241208_Quinnipiac_Sacred Heart,2024-12-08,Quinnipiac,Sacred Heart,148.5,148.5,148.5,150.2,156,0.6358,0.6222,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241208_Rice_Texas St.,2024-12-08,Rice,Texas St.,134.5,135.0,134.5,140.9,141,0.8807,0.985,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241208_Tarleton St._UCF,2024-12-08,Tarleton St.,UCF,135.5,136.5,135.8,138.2,117,0.71,0.7123,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241208_TCU_Vanderbilt,2024-12-08,TCU,Vanderbilt,150.0,149.0,149.5,153.1,157,0.7228,0.8523,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241208_Texas A&M_Texas Tech,2024-12-08,Texas A&M,Texas Tech,141.5,142.0,141.5,138.6,139,0.2789,0.1119,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241209_Abilene Christian_Baylor,2024-12-09,Abilene Christian,Baylor,143.0,143.0,143.0,144.3,145,0.6053,0.4848,Betonline,-108.0,1.926,9.26,Bovada,-110.0,1.909,9.09
20241209_Charleston Southern_South Carolina St.,2024-12-09,Charleston Southern,South Carolina St.,143.5,143.5,143.5,145.7,145,0.6778,0.6038,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241209_Hofstra_Norfolk St.,2024-12-09,Hofstra,Norfolk St.,132.0,132.0,132.0,134.9,147,0.7045,0.8112,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241209_Indiana_Minnesota,2024-12-09,Indiana,Minnesota,140.0,140.0,140.5,141.0,149,0.58,0.5182,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241209_Penn_VCU,2024-12-09,Penn,VCU,135.5,135.5,135.5,136.2,113,0.5569,0.5793,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241210_Albany_Syracuse,2024-12-10,Albany,Syracuse,154.0,154.5,154.5,159.4,187,0.8334,0.953,Bovada,-105.0,1.952,9.52,Betonline,-105.0,1.952,9.52
20241210_Arkansas_Michigan,2024-12-10,Arkansas,Michigan,146.5,146.0,146.0,147.3,176,0.5656,0.6464,Betonline,-108.0,1.926,9.26,Bovada,-110.0,1.909,9.09
20241210_Brown_Rhode Island,2024-12-10,Brown,Rhode Island,150.0,150.0,150.5,155.2,164,0.7767,0.9421,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241210_Butler_North Dakota St.,2024-12-10,Butler,North Dakota St.,143.0,143.0,142.5,146.1,139,0.7343,0.7905,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241210_California_Cornell,2024-12-10,California,Cornell,165.0,165.5,165.5,165.5,168,0.5411,0.7358,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241210_Charleston_Saint Joseph's,2024-12-10,Charleston,Saint Joseph's,151.0,151.5,151.0,153.9,153,0.7194,0.8489,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241210_Charlotte_Davidson,2024-12-10,Charlotte,Davidson,140.0,140.5,140.0,142.7,146,0.7045,0.747,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241210_Coppin St._N.C. State,2024-12-10,Coppin St.,N.C. State,137.0,136.5,137.2,137.1,122,0.5112,0.3923,Betonline,-110.0,1.909,9.09,Bovada,-105.0,1.952,9.52
20241210_DePaul_Providence,2024-12-10,DePaul,Providence,139.0,139.5,139.5,141.5,133,0.6945,0.7464,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241210_Duke_Incarnate Word,2024-12-10,Duke,Incarnate Word,144.0,144.0,144.2,146.7,118,0.6698,0.6839,MyBookie,-109.0,1.918,9.18,Bovada,-105.0,1.952,9.52
20241210_Eastern Washington_Washington,2024-12-10,Eastern Washington,Washington,147.5,147.5,147.5,146.5,156,0.418,0.2983,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241210_Florida Atlantic_Jacksonville,2024-12-10,Florida Atlantic,Jacksonville,155.0,155.0,155.0,154.1,148,0.4299,0.4089,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241210_Houston_Troy,2024-12-10,Houston,Troy,132.0,132.0,132.3,136.8,104,0.827,0.9317,MyBookie,-109.0,1.916,9.16,Betonline,-110.0,1.909,9.09
20241210_Illinois_Wisconsin,2024-12-10,Illinois,Wisconsin,154.5,154.5,154.0,154.8,166,0.5265,0.6638,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241210_Long Beach St._San Diego,2024-12-10,Long Beach St.,San Diego,138.0,138.0,138.5,137.9,146,0.4876,0.2725,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241210_Miami FL_Tennessee,2024-12-10,Miami FL,Tennessee,145.0,145.0,145.0,148.8,137,0.7579,0.874,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241210_Monmouth_Princeton,2024-12-10,Monmouth,Princeton,146.5,147.0,147.0,144.0,138,0.3109,0.081,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241210_Morgan St._Xavier,2024-12-10,Morgan St.,Xavier,156.5,156.5,156.3,158.6,177,0.6633,0.6746,MyBookie,-113.0,1.883,8.83,Bovada,100.0,2.0,10.0
20241210_North Carolina Central_West Virginia,2024-12-10,North Carolina Central,West Virginia,142.5,142.5,142.8,141.3,124,0.3996,0.1376,Betonline,-110.0,1.909,9.09,Bovada,-105.0,1.952,9.52
20241210_Penn St._Rutgers,2024-12-10,Penn St.,Rutgers,157.0,157.5,157.5,160.0,156,0.616,0.6376,Bovada,-105.0,1.952,9.52,Betonline,-110.0,1.909,9.09
20241210_Portland_UMKC,2024-12-10,Portland,UMKC,145.0,144.5,144.5,143.9,133,0.4089,0.3005,Betonline,-105.0,1.952,9.52,MyBookie,-110.0,1.909,9.09
20241210_South Dakota_Wyoming,2024-12-10,South Dakota,Wyoming,158.5,158.0,158.5,158.0,163,0.4626,0.4594,Betonline,-105.0,1.952,9.52,Bovada,-105.0,1.952,9.52
20241210_Southern Miss_Tulane,2024-12-10,Southern Miss,Tulane,148.5,149.0,149.0,149.2,144,0.5588,0.5447,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241210_Tennessee St._Western Kentucky,2024-12-10,Tennessee St.,Western Kentucky,160.0,159.5,159.5,161.0,144,0.5865,0.4947,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241211_Alabama St._Tennessee Martin,2024-12-11,Alabama St.,Tennessee Martin,147.5,147.5,147.0,148.0,196,0.54,0.485,MyBookie,-110.0,1.909,9.09,Betonline,-103.0,1.971,9.71
20241211_Arkansas Pine Bluff_Louisiana Monroe,2024-12-11,Arkansas Pine Bluff,Louisiana Monroe,156.5,156.2,155.0,153.0,162,0.2417,0.1217,MyBookie,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
