game_id,date,team_1,team_2,betonline_line,bovada_line,mybookie_line,predicted_total,actual_total,confidence,good_bet_score,over_best_book,over_odds_american,over_odds_decimal,over_potential_profit,under_best_book,under_odds_american,under_odds_decimal,under_potential_profit
20241221_LIU_Lehigh,2024-12-21,LIU,Lehigh,144.0,144.0,144.0,146.3,119,0.6425,0.6752,Bovada,-109.0,1.914,9.14,Bovada,-110.0,1.913,9.13
20241221_Marshall_Southern Miss,2024-12-21,Marshall,Southern Miss,148.0,148.5,147.9,150.5,134,0.6928,0.778,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241221_Maryland_Syracuse,2024-12-21,Maryland,Syracuse,155.0,155.0,155.0,156.4,147,0.6086,0.5517,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241221_Mercer_Winthrop,2024-12-21,Mercer,Winthrop,159.0,159.0,158.5,161.5,199,0.6892,0.6601,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241221_Mississippi Valley St._Tulsa,2024-12-21,Mississippi Valley St.,Tulsa,136.0,135.8,135.8,137.9,141,0.6445,0.725,Betonline,-110.0,1.909,9.09,Bovada,-109.0,1.921,9.21
20241221_Montana_San Francisco,2024-12-21,Montana,San Francisco,148.0,148.0,148.0,150.1,138,0.6462,0.7684,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241221_Niagara_St. Bonaventure,2024-12-21,Niagara,St. Bonaventure,130.5,130.5,130.5,135.1,123,0.8116,0.9327,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241221_Northern Arizona_Southern Utah,2024-12-21,Northern Arizona,Southern Utah,151.5,151.5,151.5,153.9,158,0.6583,0.7089,Bovada,-105.0,1.952,9.52,Betonline,-110.0,1.909,9.09
20241221_Northern Kentucky_South Carolina St.,2024-12-21,Northern Kentucky,South Carolina St.,136.5,136.6,136.5,137.5,105,0.5826,0.5392,Betonline,-110.0,1.909,9.09,Bovada,-108.0,1.928,9.28
20241221_Oregon_Stanford,2024-12-21,Oregon,Stanford,149.5,149.5,149.5,153.9,137,0.8045,0.9327,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241221_Princeton_Rutgers,2024-12-21,Princeton,Rutgers,152.0,151.5,152.0,153.9,165,0.6495,0.678,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241221_Rhode Island_Temple,2024-12-21,Rhode Island,Temple,150.0,150.5,150.5,154.0,164,0.7826,0.9038,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241221_Robert Morris_Saint Francis,2024-12-21,Robert Morris,Saint Francis,142.5,143.5,143.2,143.8,167,0.6056,0.556,MyBookie,-110.0,1.909,9.09,MyBookie,-109.0,1.915,9.15
20241221_San Diego_UC San Diego,2024-12-21,San Diego,UC San Diego,144.0,143.5,144.0,150.0,148,0.8656,0.9701,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241221_UNC Asheville_UNC Wilmington,2024-12-21,UNC Asheville,UNC Wilmington,151.5,152.0,152.0,156.0,159,0.7866,0.9187,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241222_Bryant_Towson,2024-12-22,Bryant,Towson,145.5,145.5,145.5,146.3,135,0.5647,0.5313,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241222_Cal St. Fullerton_Wyoming,2024-12-22,Cal St. Fullerton,Wyoming,132.0,132.5,132.0,134.0,142,0.658,0.619,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241222_Central Arkansas_Oklahoma,2024-12-22,Central Arkansas,Oklahoma,146.5,146.5,146.5,147.8,155,0.6073,0.6006,MyBookie,-109.0,1.918,9.18,Bovada,-105.0,1.952,9.52
20241222_Charleston Southern_Georgia,2024-12-22,Charleston Southern,Georgia,146.5,146.5,146.4,152.7,146,0.8724,0.9643,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241222_Charlotte_Hawaii,2024-12-22,Charlotte,Hawaii,138.0,137.5,138.0,141.0,139,0.7219,0.8166,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241222_Cincinnati_Grambling St.,2024-12-22,Cincinnati,Grambling St.,136.0,136.0,136.0,139.1,133,0.721,0.7953,MyBookie,-110.0,1.912,9.12,Betonline,-110.0,1.909,9.09
20241222_Detroit Mercy_Wisconsin,2024-12-22,Detroit Mercy,Wisconsin,148.0,147.5,147.9,149.8,129,0.6294,0.7153,Betonline,-105.0,1.952,9.52,Bovada,-105.0,1.952,9.52
20241222_George Mason_Penn,2024-12-22,George Mason,Penn,137.0,137.0,136.5,137.1,138,0.5088,0.5498,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241222_Grand Canyon_Saint Louis,2024-12-22,Grand Canyon,Saint Louis,154.5,155.0,155.0,155.8,145,0.5969,0.652,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241222_Houston Christian_North Texas,2024-12-22,Houston Christian,North Texas,129.0,129.5,129.3,131.7,108,0.7129,0.6994,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241222_Iowa St._Morgan St.,2024-12-22,Iowa St.,Morgan St.,161.0,160.5,160.7,167.2,171,0.8739,0.9812,Betonline,-110.0,1.909,9.09,MyBookie,-109.0,1.916,9.16
20241222_Le Moyne_Notre Dame,2024-12-22,Le Moyne,Notre Dame,144.0,144.0,144.5,145.1,153,0.5933,0.5589,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241222_Louisiana_McNeese St.,2024-12-22,Louisiana,McNeese St.,142.0,142.0,142.0,143.2,120,0.5955,0.5704,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241222_Loyola Chicago_Oakland,2024-12-22,Loyola Chicago,Oakland,133.0,134.0,134.0,135.3,143,0.6778,0.6903,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241222_Loyola Marymount_North Alabama,2024-12-22,Loyola Marymount,North Alabama,144.5,144.2,144.0,146.6,154,0.6705,0.6695,Bovada,-109.0,1.915,9.15,Bovada,-110.0,1.91,9.1
20241222_LSU_New Orleans,2024-12-22,LSU,New Orleans,152.5,153.0,152.5,154.0,156,0.613,0.5283,MyBookie,-110.0,1.912,9.12,MyBookie,-110.0,1.912,9.12
20241222_Mercyhurst_West Virginia,2024-12-22,Mercyhurst,West Virginia,136.0,136.0,136.2,141.7,113,0.8584,0.969,MyBookie,-108.0,1.926,9.26,Betonline,-110.0,1.909,9.09
20241222_Miami OH_Sacred Heart,2024-12-22,Miami OH,Sacred Heart,146.0,146.0,146.0,147.6,170,0.6277,0.576,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241222_Michigan_Purdue Fort Wayne,2024-12-22,Michigan,Purdue Fort Wayne,160.0,160.5,160.3,162.5,147,0.6808,0.6169,MyBookie,-116.0,1.858,8.58,Betonline,105.0,2.05,10.5
20241222_Montana St._TCU,2024-12-22,Montana St.,TCU,140.5,140.5,140.5,141.7,130,0.5923,0.709,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241222_Murray St._Nebraska,2024-12-22,Murray St.,Nebraska,144.5,145.0,144.5,145.3,115,0.5605,0.5762,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241222_N.C. State_Rider,2024-12-22,N.C. State,Rider,135.5,135.0,135.5,136.6,152,0.5894,0.6912,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241222_New Hampshire_Stonehill,2024-12-22,New Hampshire,Stonehill,135.0,135.0,135.0,137.0,173,0.6605,0.6577,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241222_Radford_South Carolina,2024-12-22,Radford,South Carolina,138.5,138.0,138.0,141.2,122,0.7045,0.7042,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241223_Cal St. Bakersfield_North Dakota St.,2024-12-23,Cal St. Bakersfield,North Dakota St.,139.0,139.0,139.0,142.4,154,0.7477,0.8695,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241223_Charleston_Loyola Chicago,2024-12-23,Charleston,Loyola Chicago,145.5,146.0,146.0,148.2,145,0.7075,0.7855,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241223_Hawaii_Nebraska,2024-12-23,Hawaii,Nebraska,143.0,144.0,144.0,145.4,124,0.689,0.6621,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241223_Middle Tennessee_Tennessee,2024-12-23,Middle Tennessee,Tennessee,142.5,142.5,142.4,144.8,146,0.6577,0.7355,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241223_Oakland_Oregon St.,2024-12-23,Oakland,Oregon St.,130.0,131.0,131.0,131.0,154,0.5863,0.5309,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241223_Seattle_Washington,2024-12-23,Seattle,Washington,145.0,144.0,144.5,146.2,149,0.5933,0.7407,Betonline,-108.0,1.926,9.26,Bovada,-110.0,1.909,9.09
20241225_Loyola Chicago_Murray St.,2024-12-25,Loyola Chicago,Murray St.,143.5,143.5,143.5,145.4,139,0.6461,0.7584,Betonline,-112.0,1.893,8.93,Betonline,-108.0,1.926,9.26
20241228_Alabama A&M_Georgia Tech,2024-12-28,Alabama A&M,Georgia Tech,152.0,152.5,152.7,153.1,141,0.566,0.5313,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241228_Boston College_Fairleigh Dickinson,2024-12-28,Boston College,Fairleigh Dickinson,151.5,152.0,151.5,155.9,148,0.767,0.9458,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241228_Bucknell_Syracuse,2024-12-28,Bucknell,Syracuse,148.0,147.5,147.5,150.1,138,0.6684,0.7062,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241228_Colorado St._New Mexico,2024-12-28,Colorado St.,New Mexico,151.5,152.0,152.0,152.9,144,0.6041,0.5613,Betonline,-110.0,1.909,9.09,Bovada,-105.0,1.952,9.52
20241228_Davidson_Eastern Michigan,2024-12-28,Davidson,Eastern Michigan,144.0,145.0,144.0,145.5,150,0.5899,0.5475,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241228_Delaware St._Saint Joseph's,2024-12-28,Delaware St.,Saint Joseph's,149.0,149.5,150.0,152.1,134,0.7322,0.74,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241228_DePaul_Loyola MD,2024-12-28,DePaul,Loyola MD,145.0,145.5,146.0,147.6,149,0.6919,0.7776,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241228_George Mason_Mount St. Mary's,2024-12-28,George Mason,Mount St. Mary's,138.5,139.5,140.0,139.8,120,0.6049,0.6385,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241228_Grand Canyon_San Diego,2024-12-28,Grand Canyon,San Diego,148.5,148.5,148.5,151.8,123,0.7353,0.8831,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241228_Loyola Marymount_San Francisco,2024-12-28,Loyola Marymount,San Francisco,140.5,141.0,141.0,141.6,125,0.591,0.5509,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241228_Maryland_Maryland Eastern Shore,2024-12-28,Maryland,Maryland Eastern Shore,150.0,150.5,150.5,157.3,147,0.8766,0.9636,MyBookie,-109.0,1.914,9.14,Bovada,-105.0,1.952,9.52
20241228_Pacific_Saint Mary's,2024-12-28,Pacific,Saint Mary's,138.0,138.5,138.0,139.4,130,0.613,0.5966,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241228_Pepperdine_Santa Clara,2024-12-28,Pepperdine,Santa Clara,149.5,151.5,151.0,153.3,171,0.7687,0.8609,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241228_Portland_Washington St.,2024-12-28,Portland,Washington St.,149.5,152.0,152.5,151.7,162,0.6617,0.7021,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241229_Alabama_South Dakota St.,2024-12-29,Alabama,South Dakota St.,167.5,167.5,167.5,168.9,187,0.6077,0.5069,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241229_Army_UTSA,2024-12-29,Army,UTSA,155.0,155.0,155.0,157.3,153,0.6806,0.7478,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241229_Binghamton_Marist,2024-12-29,Binghamton,Marist,132.0,130.5,132.0,133.5,120,0.6246,0.6026,Bovada,-105.0,1.952,9.52,Betonline,-105.0,1.952,9.52
20241229_Chicago St._Illinois,2024-12-29,Chicago St.,Illinois,150.5,150.5,150.5,154.7,181,0.7982,0.9265,MyBookie,-110.0,1.912,9.12,MyBookie,-110.0,1.912,9.12
20241229_Detroit Mercy_Youngstown St.,2024-12-29,Detroit Mercy,Youngstown St.,138.0,137.0,137.5,139.8,137,0.639,0.6142,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241229_Evansville_Missouri St.,2024-12-29,Evansville,Missouri St.,134.5,134.5,135.0,136.6,97,0.6659,0.6433,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241229_Georgia_South Carolina St.,2024-12-29,Georgia,South Carolina St.,142.5,142.5,142.5,147.1,151,0.7952,0.9347,MyBookie,-110.0,1.912,9.12,MyBookie,-110.0,1.912,9.12
20241229_Harvard_Iona,2024-12-29,Harvard,Iona,140.0,140.0,140.5,142.0,128,0.6588,0.6561,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241229_Hofstra_Quinnipiac,2024-12-29,Hofstra,Quinnipiac,140.5,141.0,140.5,142.5,144,0.6348,0.7846,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241229_Illinois Chicago_Illinois St.,2024-12-29,Illinois Chicago,Illinois St.,145.0,145.0,145.0,146.8,140,0.6282,0.6837,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241229_Indiana St._Ohio St.,2024-12-29,Indiana St.,Ohio St.,161.5,161.0,162.0,169.7,186,0.9142,0.9907,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241229_Indiana_Winthrop,2024-12-29,Indiana,Winthrop,162.5,162.5,162.5,167.4,145,0.8314,0.9122,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241229_Lafayette_Stonehill,2024-12-29,Lafayette,Stonehill,136.0,136.0,136.0,137.8,135,0.6393,0.79,Betonline,-105.0,1.952,9.52,Bovada,-110.0,1.909,9.09
20241229_Longwood_SMU,2024-12-29,Longwood,SMU,155.0,153.5,154.5,157.8,180,0.7151,0.8395,Betonline,-110.0,1.909,9.09,Bovada,-105.0,1.952,9.52
20241229_Michigan_Western Kentucky,2024-12-29,Michigan,Western Kentucky,159.5,159.0,159.0,161.8,176,0.6814,0.6984,Betonline,-105.0,1.952,9.52,Bovada,-105.0,1.952,9.52
20241229_Navy_William & Mary,2024-12-29,Navy,William & Mary,162.5,163.0,163.0,165.8,158,0.715,0.8024,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241229_NJIT_Washington,2024-12-29,NJIT,Washington,137.5,137.0,137.4,143.8,143,0.8773,0.9776,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241229_Northeastern_Northwestern,2024-12-29,Northeastern,Northwestern,136.0,136.0,136.0,139.0,145,0.706,0.8378,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241229_Northern Kentucky_Robert Morris,2024-12-29,Northern Kentucky,Robert Morris,134.5,135.5,134.5,136.6,190,0.6674,0.6693,Bovada,-105.0,1.952,9.52,Betonline,-110.0,1.909,9.09
20241229_Northwestern St._Texas,2024-12-29,Northwestern St.,Texas,139.0,139.0,138.9,141.4,130,0.6614,0.6235,MyBookie,-110.0,1.913,9.13,MyBookie,-110.0,1.913,9.13
20241229_Oregon_Weber St.,2024-12-29,Oregon,Weber St.,145.0,144.5,145.5,148.7,138,0.7621,0.8807,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241229_Penn_Penn St.,2024-12-29,Penn,Penn St.,150.5,151.0,150.8,151.9,152,0.5963,0.5778,MyBookie,-110.0,1.909,9.09,MyBookie,-109.0,1.915,9.15
20241229_Purdue_Toledo,2024-12-29,Purdue,Toledo,155.5,155.0,155.0,157.3,147,0.6378,0.7098,Betonline,-105.0,1.952,9.52,Bovada,-105.0,1.952,9.52
20241229_St. Thomas_UC Riverside,2024-12-29,St. Thomas,UC Riverside,150.0,149.5,149.5,152.7,160,0.7084,0.7723,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241229_Texas St._UT Arlington,2024-12-29,Texas St.,UT Arlington,149.5,149.5,150.0,153.0,152,0.7233,0.7915,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241230_Arkansas_Oakland,2024-12-30,Arkansas,Oakland,142.0,142.5,143.0,144.0,154,0.6601,0.6559,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241230_Cincinnati_Kansas St.,2024-12-30,Cincinnati,Kansas St.,140.5,140.0,140.0,143.1,137,0.699,0.73,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241230_Colorado_Iowa St.,2024-12-30,Colorado,Iowa St.,146.5,146.5,146.5,147.5,148,0.5733,0.5354,Betonline,-105.0,1.952,9.52,Bovada,-105.0,1.952,9.52
20241230_Columbia_Rutgers,2024-12-30,Columbia,Rutgers,156.0,156.0,155.0,156.8,155,0.5688,0.5205,MyBookie,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241230_Gonzaga_Pepperdine,2024-12-30,Gonzaga,Pepperdine,158.0,158.0,158.0,161.0,171,0.6842,0.6674,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241230_Houston_Oklahoma St.,2024-12-30,Houston,Oklahoma St.,137.0,137.0,137.5,137.9,107,0.5692,0.5177,Bovada,-105.0,1.952,9.52,Betonline,-110.0,1.909,9.09
20241230_Loyola Marymount_Washington St.,2024-12-30,Loyola Marymount,Washington St.,150.0,150.5,150.0,152.4,132,0.686,0.6958,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241230_McNeese St._Southeastern Louisiana,2024-12-30,McNeese St.,Southeastern Louisiana,134.0,134.0,134.0,135.8,130,0.6426,0.6538,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241230_Michigan St._Western Michigan,2024-12-30,Michigan St.,Western Michigan,146.5,147.0,146.6,148.6,142,0.6631,0.6765,Bovada,-105.0,1.952,9.52,Betonline,-110.0,1.909,9.09
20241230_Nicholls St._Seattle,2024-12-30,Nicholls St.,Seattle,147.0,147.0,147.0,150.0,140,0.7273,0.7539,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241230_Pacific_San Diego,2024-12-30,Pacific,San Diego,144.0,144.0,144.0,145.9,140,0.6373,0.7143,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241230_Presbyterian_South Carolina,2024-12-30,Presbyterian,South Carolina,138.5,138.5,139.0,139.1,128,0.5499,0.5409,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241230_San Francisco_Santa Clara,2024-12-30,San Francisco,Santa Clara,145.0,145.5,145.5,146.5,191,0.6162,0.6887,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241231_Air Force_UNLV,2024-12-31,Air Force,UNLV,133.0,132.5,133.0,133.9,135,0.57,0.5524,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241231_Baylor_Utah,2024-12-31,Baylor,Utah,152.5,153.0,153.0,156.7,137,0.7952,0.9184,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241231_Boise St._Wyoming,2024-12-31,Boise St.,Wyoming,137.5,137.5,137.5,138.6,125,0.5886,0.57,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241231_Colorado St._San Jose St.,2024-12-31,Colorado St.,San Jose St.,139.5,139.5,139.5,143.9,122,0.8014,0.9295,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241231_Davidson_George Mason,2024-12-31,Davidson,George Mason,137.5,137.0,137.5,139.9,126,0.6687,0.7665,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241231_Dayton_La Salle,2024-12-31,Dayton,La Salle,146.0,146.0,146.5,148.2,154,0.6767,0.687,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241231_Duke_Virginia Tech,2024-12-31,Duke,Virginia Tech,136.0,136.0,135.8,138.6,153,0.693,0.7061,Betonline,-105.0,1.952,9.52,MyBookie,-110.0,1.909,9.09
20241231_Duquesne_Rhode Island,2024-12-31,Duquesne,Rhode Island,142.0,143.0,142.5,143.5,122,0.6135,0.5001,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241231_East Carolina_South Florida,2024-12-31,East Carolina,South Florida,144.0,144.5,144.5,146.6,144,0.7016,0.7404,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241231_Fresno St._New Mexico,2024-12-31,Fresno St.,New Mexico,158.0,158.5,158.0,161.2,192,0.7436,0.6993,Bovada,-110.0,1.909,9.09,Betonline,-103.0,1.971,9.71
20241231_Kansas_West Virginia,2024-12-31,Kansas,West Virginia,142.5,143.0,142.5,145.2,123,0.6857,0.6826,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241231_Marquette_Providence,2024-12-31,Marquette,Providence,142.5,143.0,143.0,144.0,128,0.6197,0.5384,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241231_Massachusetts_Saint Joseph's,2024-12-31,Massachusetts,Saint Joseph's,151.0,151.0,150.5,153.2,153,0.6732,0.659,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241231_N.C. State_Virginia,2024-12-31,N.C. State,Virginia,121.5,121.5,121.5,123.9,137,0.6876,0.6667,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241231_Nevada_Utah St.,2024-12-31,Nevada,Utah St.,144.0,144.0,144.0,145.1,133,0.5874,0.5842,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241231_Norfolk St._Tennessee,2024-12-31,Norfolk St.,Tennessee,140.0,140.5,140.4,142.3,119,0.6837,0.6742,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20241231_Seton Hall_Xavier,2024-12-31,Seton Hall,Xavier,132.5,132.5,132.5,135.4,166,0.7228,0.8788,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241231_Syracuse_Wake Forest,2024-12-31,Syracuse,Wake Forest,144.0,144.0,144.0,146.2,152,0.6745,0.7684,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20241231_Texas Tech_UCF,2024-12-31,Texas Tech,UCF,146.0,147.0,146.5,147.3,170,0.6054,0.5183,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20250102_Army_Colgate,2025-01-02,Army,Colgate,143.5,144.0,144.0,144.4,130,0.5775,0.5518,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20250102_Austin Peay_North Florida,2025-01-02,Austin Peay,North Florida,147.0,147.0,146.5,148.3,186,0.5782,0.6174,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20250102_Boston University_Lafayette,2025-01-02,Boston University,Lafayette,128.5,129.0,128.5,131.5,106,0.725,0.7639,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20250102_Cal St. Bakersfield_UC Davis,2025-01-02,Cal St. Bakersfield,UC Davis,134.0,135.0,134.5,135.2,139,0.5945,0.548,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20250102_Cal St. Fullerton_Cal St. Northridge,2025-01-02,Cal St. Fullerton,Cal St. Northridge,142.5,142.5,142.5,143.7,160,0.5921,0.5045,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20250102_Campbell_Drexel,2025-01-02,Campbell,Drexel,135.0,134.5,134.5,136.0,111,0.5786,0.654,Betonline,-105.0,1.952,9.52,Bovada,-105.0,1.952,9.52
20250102_Central Arkansas_Eastern Kentucky,2025-01-02,Central Arkansas,Eastern Kentucky,149.5,150.0,150.0,152.2,172,0.7062,0.7037,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20250102_Charleston Southern_Gardner Webb,2025-01-02,Charleston Southern,Gardner Webb,152.0,152.0,152.0,153.9,135,0.6504,0.6608,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20250102_Coastal Carolina_Louisiana,2025-01-02,Coastal Carolina,Louisiana,137.5,137.5,137.5,140.5,139,0.7292,0.8451,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20250102_Detroit Mercy_Robert Morris,2025-01-02,Detroit Mercy,Robert Morris,139.0,139.0,138.0,140.9,154,0.6545,0.6588,Bovada,-105.0,1.952,9.52,Betonline,-110.0,1.909,9.09
20250102_Eastern Illinois_Lindenwood,2025-01-02,Eastern Illinois,Lindenwood,137.0,137.5,137.5,138.4,152,0.6179,0.5932,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20250102_Georgia St._South Alabama,2025-01-02,Georgia St.,South Alabama,140.0,140.0,139.5,142.3,128,0.6697,0.6677,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20250102_Gonzaga_Portland,2025-01-02,Gonzaga,Portland,161.0,160.5,160.8,162.6,131,0.6208,0.5016,Betonline,-110.0,1.909,9.09,Bovada,100.0,2.0,10.0
20250102_Hawaii_UC Santa Barbara,2025-01-02,Hawaii,UC Santa Barbara,135.0,135.5,135.5,136.3,125,0.6079,0.6435,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20250102_High Point_Radford,2025-01-02,High Point,Radford,146.0,146.0,146.0,146.6,134,0.5469,0.5364,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20250102_Hofstra_William & Mary,2025-01-02,Hofstra,William & Mary,150.0,150.0,149.5,151.7,130,0.6248,0.6202,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20250102_Idaho_Montana St.,2025-01-02,Idaho,Montana St.,146.0,146.0,145.5,147.2,133,0.5892,0.6466,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20250102_Illinois_Oregon,2025-01-02,Illinois,Oregon,156.0,156.5,156.5,157.4,186,0.6141,0.6014,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20250102_Jacksonville_Lipscomb,2025-01-02,Jacksonville,Lipscomb,140.0,140.5,140.5,143.1,135,0.7371,0.81,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
20250102_James Madison_Southern Miss,2025-01-02,James Madison,Southern Miss,142.0,142.0,142.5,144.0,155,0.6584,0.7064,Betonline,-110.0,1.909,9.09,Betonline,-110.0,1.909,9.09
20250102_Little Rock_Tennessee Martin,2025-01-02,Little Rock,Tennessee Martin,138.0,138.5,138.5,146.5,113,0.9258,0.991,Bovada,-110.0,1.909,9.09,Betonline,-105.0,1.952,9.52
